DATE,NO,SI_NO,CLIENT_NAME,TOTAL_AMOUNT,MATCH_LEVEL,MATCHED_SAASANT_INDEX,MATCH_TYPE
2024-05-16,2945,372738.0,LIFE'S ESSENTIAL PDWS,700.0,,,
2024-05-16,2946,372748.0,NOMA'S DELICIOUS FOOD PRODUCT,1400.0,,,
2024-05-16,2947,372745.0,RIVER BLUE,700.0,,,
2024-05-16,2331,371648.0,MINN WS,500.0,,,
2024-05-16,2332,369730.0,NEPTUNE WRS,400.0,,,
2024-05-16,2333,366477.0,MR. UBE RICE & NOODLE HOUSE,600.0,,,
2024-05-16,2334,366469.0,MISSION HOSPITAL,1176.0,,,
2024-05-16,2335,366470.0,MISSION HOSPITAL,1176.0,,,
2024-05-16,2336,371841.0,MAN FOOD VENTURES,600.0,,,
2024-05-16,2337,371798.0,AHW SIOPAO FACTORY,600.0,,,
2024-05-16,2338,366473.0,MIRACLE SOYBEAN FOOD INTERNATIONAL CORP,600.0,,,
2024-05-16,2339,366624.0,Z-GLOBAL GOURMET FOOD INC,400.0,,,
2024-05-16,2340,366433.0,THE CHAMPAGNE EDITION CONDOMINIUM CORP,1800.0,,,
2024-05-16,3454,357042.0,ST. LUKE'S MEDICAL CENTER INC,23226.0,,,
2024-05-16,3455,,ST. LUKE'S MEDICAL CENTER INC,12152.0,,,
2024-05-16,3456,,ST. LUKE'S MEDICAL CENTER INC,354564.0,,,
2024-05-16,3457,,ST. LUKE'S MEDICAL CENTER INC,1519.0,,,
2024-05-16,3458,,PHILIPPINE SEVEN CORP,227850.0,,,
2024-05-16,3459,,PHILIPPINE SEVEN CORP,109150.0,,,
2024-05-16,3460,,PHILIPPINE SEVEN CORP,5000.0,,,
2024-05-16,3461,,PHILIPPINE SEVEN CORP,933500.0,,,
2024-05-16,1467,370992.0,BALIWAG LECHON MANOK INC,350.0,,,
2024-05-16,1468,371002.0,BALAY ILOCOS,350.0,,,
2024-05-16,1469,371003.0,SEAFOOD PIER,700.0,,,
2024-05-16,1470,371004.0,SALO,700.0,,,
2024-05-16,1471,366673.0,DEUS PROVIDET CORPORATION,700.0,,,
2024-05-16,1472,371037.0,CEBU FIESTA,350.0,,,
2024-05-16,1473,371035.0,BALIWAG LECHON MANOK INC,350.0,,,
2024-05-16,1474,371067.0,DANCING FRIED RICE RESTAURANT INC,350.0,,,
2024-05-16,1475,371007.0,TURKS,700.0,,,
2024-05-16,1476,371044.0,CHOPS TO GO,350.0,,,
2024-05-16,1477,371043.0,QUICKLY,350.0,,,
2024-05-16,1478,371068.0,HEN LIN,350.0,,,
2024-05-16,1479,371009.0,MANILACHON,350.0,,,
2024-05-16,1480,371018.0,UKOKKEI JAPAN,700.0,,,
2024-05-16,1481,371056.0,NAM DO SAN FOOD INC,350.0,,,
2024-05-16,1483,366700.0,DEUS PROVIDET CORPORATION,350.0,,,
2024-05-16,3573,370718.0,CHAYCE DROP WATER REFILLING STATION,550.0,,,
2024-05-16,3574,370720.0,SPIKER BOTTLING WATER REFILLING STATION,550.0,,,
2024-05-16,3575,370716.0,AQUAMART JEN2 REFILLING WATER STATION,550.0,,,
2024-05-16,3576,370715.0,CRISHAJOSH WATER REFILLING STATION,550.0,,,
2024-05-16,3577,370719.0,AQUA GESH,550.0,,,
2024-05-16,2109,365942.0,NOVUS HEALTH INC,1500.0,,,
2024-05-16,2110,370081.0,NOVUS HEALTH INC,1500.0,,,
2024-05-16,2111,370078.0,GRACE DIALYSIS CENTER,1500.0,,,
2024-05-16,2112,370089.0,PASIG DOCTOR'S MEDICAL CENTER,1500.0,,,
2024-05-16,3651,370680.0,AQUA LITA WRS,550.0,,,
2024-05-16,3652,370681.0,MHEYZ PURIFIED,550.0,,,
2024-05-16,3653,370682.0,CARL & CAM,550.0,,,
2024-05-16,3654,370683.0,MKB WRS,550.0,,,
2024-05-16,3655,370684.0,CHELSEALICIOUS WRS,550.0,,,
2024-05-16,3656,374054.0,GRAIN SMART,550.0,,,
2024-05-16,3657,370692.0,FARMERSWAY FOOD EXPRESS INC.,1100.0,,,
2024-05-16,3658,370688.0,KING BEE CHINESE FOOD CORP,550.0,,,
2024-05-16,3659,370691.0,YAHXIE WS,550.0,,,
2024-05-16,2471,373752.0,GOLDEN 2J,550.0,,,
2024-05-16,2472,373747.0,HYANE & HYNNIE,550.0,,,
2024-05-16,2473,372748.0,WATER COM,550.0,,,
2024-05-16,2474,373739.0,REUSON,550.0,,,
2024-05-16,2475,373757.0,TEOFILO C TERSOL,550.0,,,
2024-05-16,2476,373758.0,BONGALA,550.0,,,
2024-05-16,2477,373754.0,LEN LIE,550.0,,,
2024-05-16,2478,373744.0,AGONCILLO,550.0,,,
2024-05-16,2479,373753.0,BORROMEO,550.0,,,
2024-05-16,2480,373746.0,TOWER CLEAR,550.0,,,
2024-05-16,2481,373760.0,MAMUYAC,550.0,,,
2024-05-16,2482,373749.0,AQUA LAI,550.0,,,
2024-05-16,2483,373756.0,PREMIUM MIST,550.0,,,
2024-05-16,2484,373742.0,AMAZING SPIRIT,550.0,,,
2024-05-16,2485,373743.0,AQUA JAYLEN,550.0,,,
2024-05-16,2486,373750.0,AQUA FINE,550.0,,,
2024-05-16,3301,371434.0,ROBINSON'S SUPERMARKET CORPORATION,500.0,,,
2024-05-16,3302,368491.0,AQUA CRISP,500.0,,,
2024-05-16,3303,371433.0,ROBINSON'S SUPERMARKET CORPORATION,500.0,,,
2024-05-16,3304,368500.0,ALEXA STEFFIE WRS,500.0,,,
2024-05-16,3305,368512.0,MARGELOUS COURT HOTEL,500.0,,,
2024-05-16,3306,371431.0,ROBINSON'S SUPERMARKET CORPORATION,500.0,,,
2024-05-16,3307,371432.0,ROBINSON'S SUPERMARKET CORPORATION,500.0,,,
2024-05-16,3308,371435.0,ROBINSON'S SUPERMARKET CORPORATION,500.0,,,
2024-05-16,3210,370136.0,PACIFIC GLOBAL MEDICAL CENTER,1500.0,,,
2024-05-16,3211,,RENALINK NEPHROLOGY CENTER,10500.0,,,
2024-05-16,3212,365996.0,MARTINEZ MEMORIAL HOSPITAL INC,1500.0,,,
2024-05-16,3213,365997.0,MARTINEZ MEMORIAL HOSPITAL INC,8820.0,,,
2024-05-16,3214,361876.0,METRO NORTH MEDICAL CENTER AND HOSPITAL INC,6000.0,,,
2024-05-16,3215,,METRO NORTH MEDICAL CENTER AND HOSPITAL INC,6500.0,,,
2024-05-16,1407,372201.0,ROYU'S PURIFIED,550.0,,,
2024-05-16,1408,367485.0,AQUA SAFE COUNTRY HOMES,500.0,,,
2024-05-16,1409,373924.0,PRIVATE ICE INC.,1400.0,,,
2024-05-16,1410,361929.0,ALABANG MEDICAL CENTER,9000.0,,,
2024-05-16,1411,373996.0,APEX GAMMA INC 9TH FLR.,700.0,,,
2024-05-16,1412,373996.0,APEX GAMMA INC 10TH FLR.,700.0,,,
2024-05-16,730741,373106.0,NORTH GRILL HOUSE,700.0,,,
2024-05-16,729744,373315.0,EMILIO AGUINALDO,500.0,,,
2024-05-17,2056,370156.0,DR. EDUARDO V. ROQUERO MEMORIAL HOSPITAL,1500.0,,,
2024-05-17,2057,370158.0,CVS MEDICAL GROUP INC.,1470.0,,,
2024-05-17,2058,366020.0,CVS MEDICAL GROUP INC.,8820.0,,,
2024-05-17,2059,370139.0,BRIDGES HEALTH STAR SERVICES INC.,1470.0,,,
2024-05-17,2060,370155.0,NAZARENUS COLLEGES FOUNDATION HOSP.,1500.0,,,
2024-05-17,2061,370157.0,GRAMAN MEDICAL AND MATERNITY HOSP. DIALYSIS CENTER,1500.0,,,
2024-05-17,3259,373777.0,JOHN,550.0,,,
2024-05-17,3261,373781.0,BCFL,550.0,,,
2024-05-17,3262,373764.0,QUALIPURE,550.0,,,
2024-05-17,3263,373772.0,AQUA CJ HERNZ,550.0,,,
2024-05-17,3264,373779.0,AQUA LAKE,550.0,,,
2024-05-17,3265,373778.0,AQUA EMS,550.0,,,
2024-05-17,3266,373763.0,OZONE PURE,550.0,,,
2024-05-17,3267,373780.0,AQUA RONLITZ,550.0,,,
2024-05-17,3268,373763.0,BRYLE AQUANET,550.0,,,
2024-05-17,3269,373773.0,JZS,550.0,,,
2024-05-17,3270,373765.0,FROST,550.0,,,
2024-05-17,3271,373775.0,JULENN'S,550.0,,,
2024-05-17,3272,373771.0,4DS,550.0,,,
2024-05-17,3273,373676.0,2BIG COME I,550.0,,,
2024-05-17,3274,373768.0,AQUA HOP STEP JUMP,550.0,,,
2024-05-17,3275,373761.0,AQUA BRUZ,550.0,,,
2024-05-17,3277,373769.0,AQUA PRO,550.0,,,
2024-05-17,3401,340422.0,GOLDEN ARCHES DEVELOPMENT CORPORATION,2100.0,,,
2024-05-17,3402,341043.0,GOLDEN ARCHES DEVELOPMENT CORPORATION,2100.0,,,
2024-05-17,3403,340411.0,GOLDEN ARCHES DEVELOPMENT CORPORATION,2900.0,,,
2024-05-17,3404,341041.0,GOLDEN ARCHES DEVELOPMENT CORPORATION,2100.0,,,
2024-05-17,3405,340410.0,GOLDEN ARCHES DEVELOPMENT CORPORATION,2100.0,,,
2024-05-17,3406,,GOLDEN ARCHES DEVELOPMENT CORPORATION,170600.0,,,
2024-05-17,3770,372769.0,JENNELL WRS,270.0,,,
2024-05-17,3771,372777.0,A.AGNER WS,500.0,,,
2024-05-17,3772,372775.0,ADD-ON WS,250.0,,,
2024-05-17,3773,372778.0,LOVING WATER,500.0,,,
2024-05-17,3774,372768.0,AQUAMINES,270.0,,,
2024-05-17,3775,372773.0,GRANIE WRS,300.0,,,
2024-05-17,3776,372770.0,ABA WRS,300.0,,,
2024-05-17,3777,372772.0,JOEMZ ICARUSH WRS,270.0,,,
2024-05-17,3779,374059.0,QUENCHED W PURIFICATION SERVICES,700.0,,,
2024-05-17,3167,,37 DATA RESIDENCES CORPORATION,4200.0,,,
2024-05-17,2965,367167.0,DEI PLAN 2911 SALES CORP,350.0,,,
2024-05-17,4054,372572.0,JOLLIBEE FOODS CORP HALCON ST.,3000.0,,,
2024-05-17,4055,372566.0,KNOXPORT INC,3000.0,,,
2024-05-17,4056,372567.0,CHOWKING FOOD CORP,2250.0,,,
2024-05-17,4057,372560.0,R & J BULALUHAN TAPSILOGAN ATBP COMPANY,700.0,,,
2024-05-17,4058,373841.0,GREENWICH PIZZA,2250.0,,,
2024-05-17,4059,372568.0,JOLLIBEE FOODS CORP,2250.0,,,
2024-05-17,4060,372562.0,COUNTRY NOODLES PANCIT MALABON,350.0,,,
2024-05-17,4061,372563.0,SHAKEY'S PIZZA,700.0,,,
2024-05-17,3109,372596.0,VIVANICA FOODS INC,700.0,,,
2024-05-17,3110,366751.0,COMMONWEALTH FOODS,700.0,,,
2024-05-17,2256,369033.0,CENTRAL 2 ELEMENTARY SCHOOL,500.0,,,
2024-05-17,2257,369910.0,THE REAL AMERICAN DOUGHNUT COMPANY INC.,3600.0,,,
2024-05-17,2258,369036.0,36'S WPS,400.0,,,
2024-05-17,2259,373615.0,CRYSTAL WATER PURIFIED WRS,500.0,,,
2024-05-17,3953,373975.0,ZAMBOANGA DEL NORTE MEDICAL CENTER DIALYSIS,20000.0,,,
2024-05-17,2246,369904.0,ASTONS SPECIALTIES,4700.0,,,
2024-05-17,2247,373853.0,PANAY HEALTH CARE MPC HOSPITAL DIALYSIS UNIT,10000.0,,,
2024-05-17,2248,373964.0,ISABELA SOUTH SPECIALIST HOSPITAL INC,9000.0,,,
2024-05-17,2249,373900.0,PGNO-CADIZ DISTRICT HOSPITAL HEMODIALYSIS,10000.0,,,
2024-05-17,2250,373951.0,ST. THERESE DIALYSIS CENTER,9500.0,,,
2024-05-18,4101,369665.0,JPO WATER,450.0,,,
2024-05-18,4102,369666.0,AQUA SERV POTRERO,300.0,,,
2024-05-18,4103,369667.0,SHOBE'S WATER,500.0,,,
2024-05-18,4104,369668.0,TRISH ANN,500.0,,,
2024-05-18,4105,369669.0,METRO MINT,500.0,,,
2024-05-18,4106,369671.0,RJM WATER,500.0,,,
2024-05-18,4107,369670.0,CANADIAN PURE VALENZUELA,250.0,,,
2024-05-18,4108,369672.0,JARDEL,500.0,,,
2024-05-18,4109,369673.0,LIVING WATER LINGUNAN,300.0,,,
2024-05-18,4110,369674.0,ATM VALENZUELA,500.0,,,
2024-05-18,4111,369675.0,DIVINE PIO,500.0,,,
2024-05-18,4112,369676.0,GLOBAL WATER,500.0,,,
2024-05-18,4113,369678.0,DARREN DREW,500.0,,,
2024-05-18,4114,369677.0,WATER TERRACES MALABON,270.0,,,
2024-05-18,4115,369679.0,ALENA WATER,270.0,,,
2024-05-18,4116,369679.0,ALENA WATER,1500.0,,,
2024-05-18,4117,369680.0,TICTAC ENT,270.0,,,
2024-05-18,4118,369681.0,GINTO 88 ICE,600.0,,,
2024-05-18,4119,369682.0,YOYO'S TUBE ICE,600.0,,,
2024-05-18,4120,369683.0,RAIN OCEAN,270.0,,,
2024-05-18,4121,369684.0,MARCIVIEN,300.0,,,
2024-05-18,4122,369686.0,HONEY BLUE,270.0,,,
2024-05-18,4123,373958.0,RUZ AQUA SERV,300.0,,,
2024-05-18,4125,369687.0,HYDROSIE WATER,500.0,,,
2024-05-20,729745,373551.0,KAPE PROVINCIA,500.0,,,
2024-05-20,3955,374091.0,MEYCAUAYAN DOCTOR'S HOSPITAL,1800.0,,,
2024-05-20,3956,374097.0,MBS NEW LIFE DIALYSIS CENTER,1500.0,,,
2024-05-20,,,MOISES PASIG COP,50.0,,,
2024-05-20,2418,374123.0,DAILY MEDS PHARMACY INC,700.0,,,
2024-05-20,2419,373548.0,HORIZON LINK INC.,600.0,,,
2024-05-20,2420,373550.0,EAST ASIA HOT POT INC.,1500.0,,,
2024-05-20,2421,374075.0,UNITED ASIA INT'L PLASTIC CORP,800.0,,,
2024-05-20,2422,364099.0,MC CORNICK PHILIPPINES INC.,2800.0,,,
2024-05-20,2423,374130.0,GENERIC SAVE DRUGSTORE,700.0,,,
2024-05-20,2424,374129.0,OLIVE DELIGHT KOREAN FOOD MART,700.0,,,
2024-05-20,2425,374128.0,GENERIC SAVE DRUGSTORE,700.0,,,
2024-05-20,2426,374127.0,GENERIC SAVE DRUGSTORE,700.0,,,
2024-05-20,2427,374126.0,DAILY MEDS PHARMACY INC,700.0,,,
2024-05-20,2428,374120.0,GENERIC SAVE DRUGSTORE,700.0,,,
2024-05-20,2429,374118.0,YOUR DRUGSTORE,700.0,,,
2024-05-20,2431,374121.0,GENERIC SAVE DRUGSTORE,700.0,,,
2024-05-20,2432,374088.0,BIOWATER SYSTEM WATER PURIFICATION SERVICES,700.0,,,
2024-05-20,1484,373052.0,EGG DROP MNL,350.0,,,
2024-05-20,1485,373043.0,WENPHIL CORPORATION,700.0,,,
2024-05-20,1486,373050.0,BONCHON,700.0,,,
2024-05-20,1487,373045.0,PPI HOLDINGS INC,700.0,,,
2024-05-20,1488,373837.0,HEN LIN,350.0,,,
2024-05-20,1489,373836.0,GOTO NI JUAN,350.0,,,
2024-05-20,1490,373835.0,JOLLIBEE,2250.0,,,
2024-05-20,1491,373051.0,EPICUREAN PARTNERS EXCHANGE INC,1050.0,,,
2024-05-20,1492,373042.0,UNCLE MOE'S SHAWARMA,350.0,,,
2024-05-20,1493,373049.0,SEAN & AL'S KOREAN RESTAURANT,700.0,,,
2024-05-20,1494,373053.0,MONGA,700.0,,,
2024-05-20,1495,373047.0,KOOMI,700.0,,,
2024-05-20,1497,373839.0,GOTO PILIPINAS,350.0,,,
2024-05-20,1498,373840.0,KMTR3 FOOD AND BEVERAGE KIOSK,350.0,,,
2024-05-20,3578,373188.0,AQUANGEL WATER STATION,550.0,,,
2024-05-20,3579,373183.0,AQUA ELLA WATER REFILLING STATION,550.0,,,
2024-05-20,3580,373174.0,JOHNNY BEE WATER STATION,550.0,,,
2024-05-20,3581,373173.0,HYDROMAZE WATER REFILLING STATION,550.0,,,
2024-05-20,3582,373172.0,JAR DROP WATER REFILLING STATION,550.0,,,
2024-05-20,3583,373171.0,ROBRICHROSCOO WATER REFILLING STATION,550.0,,,
2024-05-20,3589,373164.0,ATOZED FOOD SERVICE,550.0,,,
2024-05-20,2873,368623.0,AQUAQUINO,500.0,,,
2024-05-20,2113,370308.0,JL DIALMED DIALYSIS CENTER,1800.0,,,
2024-05-20,2114,368309.0,TAYABAS COMMUNITY HOSPITAL,1500.0,,,
2024-05-20,2115,370307.0,ST. JANUARIUS HEALTH CARE OPC,1800.0,,,
2024-05-20,2116,364646.0,CITY GOVERNMENT OF SAN PABLO,1406.25,,,
2024-05-20,2117,,CITY GOVERNMENT OF SAN PABLO,1925.0,,,
2024-05-20,2118,365984.0,ST. BENEDICT DIALYSIS CENTER,1500.0,,,
2024-05-20,885,372447.0,FREUDIC FOOD CONCEPTS,3000.0,,,
2024-05-20,886,374090.0,ALLDAY MARTS INC,750.0,,,
2024-05-20,887,372433.0,ANCECAR SPECIALTY FOOD INC,700.0,,,
2024-05-20,888,372434.0,COFFEE PROJECT,700.0,,,
2024-05-20,890,372439.0,MAX'S GROUP INC,750.0,,,
2024-05-20,891,372442.0,LUKFOO INTERNATIONAL CUISINE INC,1500.0,,,
2024-05-20,892,372430.0,SHAKEY'S PIZZA,1050.0,,,
2024-05-20,894,372431.0,PHO HOA INC,350.0,,,
2024-05-20,895,372427.0,PANCIT NG TAGA MALABON,350.0,,,
2024-05-20,896,372438.0,TERIYAKI BOY GROUP INC,750.0,,,
2024-05-20,897,372435.0,FATS KIDS INSIDE,700.0,,,
2024-05-20,898,372429.0,GKRRP FOOD HOUSE,700.0,,,
2024-05-20,899,372437.0,KNOXPORT INC,2250.0,,,
2024-05-20,900,372425.0,JESSFINE FOODS INC,350.0,,,
2024-05-20,3661,370775.0,MJJA WRS,2550.0,,,
2024-05-20,3662,370776.0,GENERAL TRIAS DAIRY RAISERS MULTI-PURPOSE,550.0,,,
2024-05-20,3663,370777.0,GLOWING GRACE WRS,2550.0,,,
2024-05-20,3664,370778.0,LITTLE BOSSING,2550.0,,,
2024-05-20,3665,369088.0,MARKASSEY WS,550.0,,,
2024-05-20,3666,374334.0,COLEEN WRS,2500.0,,,
2024-05-20,3667,370782.0,PASIMIO WS,2550.0,,,
2024-05-20,3668,370783.0,MODERN TASLE,550.0,,,
2024-05-20,3669,370784.0,KAPITAN TUBIG,550.0,,,
2024-05-20,3670,370786.0,AQUA SHOOTER,550.0,,,
2024-05-20,3671,370787.0,EPICURED DEVELOPMENT CORP,2100.0,,,
2024-05-20,3672,369097.0,MIZU KOSIMA,550.0,,,
2024-05-20,3673,370789.0,NAMB WS,2550.0,,,
2024-05-20,3674,370791.0,SHAKEY'S PIZZA,1650.0,,,
2024-05-20,3675,369101.0,NOMIMONO WRS,550.0,,,
2024-05-20,2487,371133.0,VICTORIAN,435.0,,,
2024-05-20,2488,371152.0,GREENLIFE,435.0,,,
2024-05-20,2489,371088.0,AQUA SANDOVAL,435.0,,,
2024-05-20,2490,371886.0,AMALITE,435.0,,,
2024-05-20,2491,371184.0,PAB AQUA CLEAN,435.0,,,
2024-05-20,2492,371179.0,DJ CLEAR,435.0,,,
2024-05-20,2493,371171.0,CASTILLEJOS SPRING,435.0,,,
2024-05-20,3309,374074.0,MAMA'S HOPE HAVEN OF NORWAY INC,1650.0,,,
2024-05-20,3310,374072.0,SANTIAGO INTEGRATED NATIONAL HIGHSCHOOL,550.0,,,
2024-05-20,3311,373851.0,MAIN STREAM WRS,2000.0,,,
2024-05-20,3312,370726.0,LANCE EDWARD PURIFIED DRINKING WATER,550.0,,,
2024-05-20,3313,373847.0,BOBBY MAGO'S WRS,2000.0,,,
2024-05-20,3314,373852.0,AQUA KENRICH,2000.0,,,
2024-05-20,3315,370733.0,JENLIENG WRS,550.0,,,
2024-05-20,3316,374254.0,CHILDREN MEDICAL CLINIC,550.0,,,
2024-05-20,3216,370271.0,GENTRI MEDICAL CENTER,1500.0,,,
2024-05-20,3217,368519.0,CITY OF GENERAL TRIAS DOCTOR'S MEDICAL CENTER,1500.0,,,
2024-05-20,3218,364973.0,CITY OF GENERAL TRIAS DOCTOR'S MEDICAL CENTER,1500.0,,,
2024-05-20,3219,368520.0,CITY OF GENERAL TRIAS DOCTOR'S MEDICAL CENTER,9000.0,,,
2024-05-20,3220,368521.0,CITY OF GENERAL TRIAS DOCTOR'S MEDICAL CENTER,500.0,,,
2024-05-20,3221,370275.0,RENAL CARE DIALYSIS CORP,1500.0,,,
2024-05-20,3222,370273.0,TANZA SPECIALISTS MEDICAL CENTER,1500.0,,,
2024-05-20,3223,370274.0,TANZA SPECIALISTS MEDICAL CENTER,1000.0,,,
2024-05-20,2948,374089.0,JELLENE LUBIGAN,20000.0,,,
2024-05-20,2950,374060.0,BUTUAN KIDNEY CARE CENTER,2400.0,,,
2024-05-20,1394,371716.0,MERCI HEALTHCARE SERVICES INC,600.0,,,
2024-05-20,1395,366482.0,PRISMA RESIDENCES CONDOMINIUM,1800.0,,,
2024-05-20,1396,366478.0,ROBINSONS LAND CORPORATION,1200.0,,,
2024-05-20,3532,372444.0,JOLLIBEE FOODS CORP. - ACACIA LANE,3000.0,,,
2024-05-20,3533,372443.0,CHOWKING FOOD CORP - ACACIA LANE,2250.0,,,
2024-05-20,3534,372445.0,BROCCOLI INC,750.0,,,
2024-05-20,3535,372448.0,HAPCHAN TRADING & MANAGEMENT CORP,750.0,,,
2024-05-20,3536,372428.0,THE ORIGINAL SAVORY -BSA BLDG,350.0,,,
2024-05-20,3537,372441.0,FELIZ FRAME FOODS INC,1500.0,,,
2024-05-20,3538,372446.0,DPP RETAIL INC,900.0,,,
2024-05-20,3861,370191.0,PHILIPPINE RED CROSS HEMODIALYSIS CENTER,1500.0,,,
2024-05-20,3862,370181.0,ADVENTIST MEDICAL CENTER MANILA,1500.0,,,
2024-05-20,3863,370187.0,UNIVERSITY OF SANTO TOMAS HOSPITAL,3500.0,,,
2024-05-21,3933,374344.0,SANTONIAL WRS,500.0,,,
2024-05-21,3935,373227.0,AQUAHOLIC WRS,500.0,,,
2024-05-21,3936,374367.0,JGB WRS,500.0,,,
2024-05-21,3937,368780.0,QUALICHERS,500.0,,,
2024-05-21,3938,373228.0,SMART WRS,500.0,,,
2024-05-21,3939,373230.0,BLUU VIEN WRS,500.0,,,
2024-05-21,3940,373219.0,LOLO LETH WRS,500.0,,,
2024-05-21,3941,373233.0,MERCY SPRING WRS,500.0,,,
2024-05-21,3942,373234.0,CHELNAH WRS,500.0,,,
2024-05-21,3944,373225.0,G-JAM WS,500.0,,,
2024-05-21,3945,373221.0,RMS WRS,500.0,,,
2024-05-21,3946,368781.0,SOPHIA'S BLUE WS,500.0,,,
2024-05-21,3947,373232.0,ESTACIO'S WRS,500.0,,,
2024-05-21,3948,373220.0,MIYOKE PWS,500.0,,,
2024-05-21,3949,374345.0,NAVSOCOM WATER REFILLING STATION,3200.0,,,
2024-05-21,727946,364528.0,WATER MARKET,750.0,,,
2024-05-21,2341,366348.0,SKOOL WS,450.0,,,
2024-05-21,2342,371612.0,3 GMS WRS,500.0,,,
2024-05-21,2343,371746.0,KTC KAPITOLYO WRS INC,500.0,,,
2024-05-21,2344,372419.0,FEBBLES RESTAURANT OPC,600.0,,,
2024-05-21,2345,371615.0,PH7 PDWS,450.0,,,
2024-05-21,2346,371741.0,GELAND SUGBAHAN,600.0,,,
2024-05-21,2347,371838.0,TROPICAL HUT FOODMART INC,500.0,,,
2024-05-21,2348,371744.0,LOCAVORE INC,600.0,,,
2024-05-21,2349,374359.0,CALVINIZZA REALTY CORPORATION,3500.0,,,
2024-05-21,2350,372409.0,CALVINIZZA REALTY CORPORATION,500.0,,,
2024-05-21,4126,369451.0,DIOKNO'S WATER,450.0,,,
2024-05-21,4127,369452.0,AQUARIZ PASIG,450.0,,,
2024-05-21,4128,369453.0,FRESH WATER,450.0,,,
2024-05-21,4129,369455.0,FRESH WATER,200.0,,,
2024-05-21,4130,369456.0,JINSEI,450.0,,,
2024-05-21,4131,369457.0,DKM WATER,450.0,,,
2024-05-21,4132,369458.0,HAPPY HAUS FOOD CORP,1200.0,,,
2024-05-21,4133,369459.0,YUMMY ORGANIC FOODS PRODUCT,600.0,,,
2024-05-21,4134,369460.0,WAKIN WATER,450.0,,,
2024-05-21,4135,369461.0,AQUA MARICE,450.0,,,
2024-05-21,4136,369462.0,AQUA PASEO,450.0,,,
2024-05-21,4137,369464.0,DANADAVE,450.0,,,
2024-05-21,4138,369499.0,ICORRODIO,450.0,,,
2024-05-21,4139,369463.0,JJ RAMOS,450.0,,,
2024-05-21,4140,369465.0,REGINO,450.0,,,
2024-05-21,4141,369466.0,QUALIPURE CAMILON,450.0,,,
2024-05-21,4142,369467.0,NATZKIE WATER,450.0,,,
2024-05-21,4143,369468.0,AQUA 20 WATER,450.0,,,
2024-05-21,4144,369469.0,YUNSI,450.0,,,
2024-05-21,4145,369470.0,NUCUM WATER,450.0,,,
2024-05-21,4146,369471.0,ARCANGEL FOODS INC,2000.0,,,
2024-05-21,4147,369472.0,MAGIC FLOW,450.0,,,
2024-05-21,4148,369473.0,LLEWEL AVE,500.0,,,
2024-05-21,4149,369474.0,BLUE STREAM,450.0,,,
2024-05-21,4150,369475.0,AQUANITA,450.0,,,
2024-05-21,4517,373843.0,DR. DONDI GRACE LAZARO DENTAL CLINIC,300.0,,,
2024-05-21,3168,373267.0,MTG WATER REFILLING STATION,500.0,,,
2024-05-21,2966,374093.0,PUREGOLD PRICE CLUB,550.0,,,
2024-05-21,2967,373867.0,FONTANNE WATER STATION,2000.0,,,
2024-05-21,2968,373866.0,JEASHCRIS,2000.0,,,
2024-05-21,2969,370741.0,DAY SPRING PURIFIED DRINKING WATER,550.0,,,
2024-05-21,2970,373571.0,JT WRS,400.0,,,
2024-05-21,2971,370739.0,SAN MARINO LABORATORIES CORP,1650.0,,,
2024-05-21,2972,373869.0,AQUA CHLOE PURIFIED WATER,2000.0,,,
2024-05-21,3701,371807.0,K.KINI RESTAURANT,600.0,,,
2024-05-21,3702,363508.0,MARKET PLACE THE GROVE,600.0,,,
2024-05-21,4064,366758.0,BANAPPLE,750.0,,,
2024-05-21,4065,372731.0,AQUABETH,700.0,,,
2024-05-21,4066,372729.0,AGUA VIDA,700.0,,,
2024-05-21,4067,373976.0,FOREST SPRING PURIFIED WATER REFILLING STATION,700.0,,,
2024-05-21,4411,373891.0,BISTRO AMERICANO CORP,1050.0,,,
2024-05-21,4412,373892.0,UCC MENTORE,1050.0,,,
2024-05-21,4415,373893.0,MANTA CAFÉ VENTURES INC.,700.0,,,
2024-05-21,3111,372834.0,KMC FOOD CORP,2100.0,,,
2024-05-21,3112,372833.0,AQUA 2000 KAMUNING,700.0,,,
2024-05-21,3113,372832.0,BLOSSOM ENTERPRISES,700.0,,,
2024-05-21,3114,372839.0,WING BUDDIES & BUFFALO'S WINGS N THINGS,700.0,,,
2024-05-21,3116,367809.0,KUREJI,550.0,,,
2024-05-21,3117,372830.0,KUREJI,550.0,,,
2024-05-21,3118,372829.0,WATER REFILLING STATION DE BMAL,700.0,,,
2024-05-21,3119,374132.0,DAILY MEDS PHARMACY INC,700.0,,,
2024-05-21,2494,371267.0,LCJK,435.0,,,
2024-05-21,2495,371308.0,KLH,435.0,,,
2024-05-21,2496,371313.0,SENENSE,435.0,,,
2024-05-21,2497,371300.0,AQUA JADEVE,435.0,,,
2024-05-21,2498,371320.0,MENDONES,435.0,,,
2024-05-21,726268,371456.0,PATRICH FOOD CENTRE,2100.0,,,
2024-05-21,726272,371458.0,861 DRAGONFISH RESTAURANT,2100.0,,,
2024-05-21,2260,372128.0,GOLDEN FOOD INC.,1800.0,,,
2024-05-21,2261,372119.0,PERF RESTAURANT INC,1800.0,,,
