S.No,QbId,Ref No (Payment No),Payment Date,Customer,Payment method,Deposit To Account Name,Invoice No,Journal No,QB Journal Id,QB Invoice Id,QB Credit Memo Id,Credit Memo No,Amount,Total,Reference No,Memo,Currency Code,Exchange Rate,REFERENCE_NO,TOTAL,CUSTOMER,QB_INVOICE_ID,ORIG_REFERENCE_NO,ORIG_TOTAL,ORIG_CUSTOMER,ORIG_QB_INVOICE_ID,MATCH_LEVEL,MATCHED_CRB_INDEX,MATCH_TYPE
1033,171221,,2024-05-07,"BE MEAL FOOD STALL (KIMBAP AND BULGOGI FOOD TRADING, INC.)",Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73217,,,168597.0,,,500.0,500.0,106952,,PHP,,106952,500.0,"BE MEAL FOOD STALL (KIMBAP AND BULGOGI FOOD TRADING, INC.)",168597,106952,500.0,"BE MEAL FOOD STALL (KIMBAP AND BULGOGI FOOD TRADING, INC.)",168597.0,,,
1034,171219,,2024-05-07,PURPLE AVATAR INC. (GREENWICH MARKET MARKET),Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,TAG-73148,,,595536.0,,,1000.0,1000.0,106950,,PHP,,106950,1000.0,PURPLE AVATAR INC. (GREENWICH MARKET MARKET),595536,106950,1000.0,PURPLE AVATAR INC. (GREENWICH MARKET MARKET),595536.0,,,
1035,171218,,2024-05-07,REYES BARBECUE,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,TAG-73149,,,595537.0,,,500.0,500.0,106949,,PHP,,106949,500.0,REYES BARBECUE,595537,106949,500.0,REYES BARBECUE,595537.0,,,
1036,171227,,2024-05-07,FLAMING FRANKS,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73214,,,168594.0,,,500.0,500.0,106958,,PHP,,106958,500.0,FLAMING FRANKS,168594,106958,500.0,FLAMING FRANKS,168594.0,,,
1037,171226,,2024-05-07,MIGUELITO'S DINER,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73215,,,168595.0,,,500.0,500.0,106957,,PHP,,106957,500.0,MIGUELITO'S DINER,168595,106957,500.0,MIGUELITO'S DINER,168595.0,,,
1038,171225,,2024-05-07,PEPPA WINGS,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,TAG-73143,,,595531.0,,,500.0,500.0,106956,,PHP,,106956,500.0,PEPPA WINGS,595531,106956,500.0,PEPPA WINGS,595531.0,,,
1039,171228,,2024-05-07,GLENDALE BREAK / STEAK BREAK,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73213,,,168593.0,,,500.0,500.0,106959,,PHP,,106959,500.0,GLENDALE BREAK / STEAK BREAK,168593,106959,500.0,GLENDALE BREAK / STEAK BREAK,168593.0,,,
1040,171235,,2024-05-07,SHAKEY'S-MARKET MARKET,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,TAG-73201,,,595539.0,,,500.0,500.0,106966,,PHP,,106966,500.0,SHAKEY'S-MARKET MARKET,595539,106966,500.0,SHAKEY'S-MARKET MARKET,595539.0,,,
1041,171234,,2024-05-07,GOLDILOCKS,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73210,,,168590.0,,,500.0,500.0,106965,,PHP,,106965,500.0,GOLDILOCKS,168590,106965,500.0,GOLDILOCKS,168590.0,,,
1042,171233,,2024-05-07,PAOTSIN-MARKET MARKET,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,TAG-73142,,,595530.0,,,500.0,500.0,106964,,PHP,,106964,500.0,PAOTSIN-MARKET MARKET,595530,106964,500.0,PAOTSIN-MARKET MARKET,595530.0,,,
1043,171232,,2024-05-07,SIOMAI HOUSE - FOOD CHOICE,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,TAG-73202,,,595540.0,,,500.0,500.0,106963,,PHP,,106963,500.0,SIOMAI HOUSE - FOOD CHOICE,595540,106963,500.0,SIOMAI HOUSE - FOOD CHOICE,595540.0,,,
1044,171231,,2024-05-07,TOKYO TEMPURA - MARKET MARKET,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73211,,,168591.0,,,500.0,500.0,106962,,PHP,,106962,500.0,TOKYO TEMPURA - MARKET MARKET,168591,106962,500.0,TOKYO TEMPURA - MARKET MARKET,168591.0,,,
1045,171237,,2024-05-07,MY FOOD RESOURCES INC./MANG INASAL,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73280,,,168656.0,,,1500.0,1500.0,106968,,PHP,,106968,1500.0,MY FOOD RESOURCES INC./MANG INASAL,168656,106968,1500.0,MY FOOD RESOURCES INC./MANG INASAL,168656.0,,,
1046,171236,,2024-05-07,TEMPURA TENDON/TENYA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73225,,,168605.0,,,500.0,500.0,106967,,PHP,,106967,500.0,TEMPURA TENDON/TENYA,168605,106967,500.0,TEMPURA TENDON/TENYA,168605.0,,,
1047,171242,,2024-05-09,AQUA EVA PLUS 4 DRINKING WATER STATION,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,72889,,,168271.0,,,350.0,350.0,106973,,PHP,,106973,350.0,AQUA EVA PLUS 4 DRINKING WATER STATION,168271,106973,350.0,AQUA EVA PLUS 4 DRINKING WATER STATION,168271.0,,,
1048,171241,,2024-05-09,NATURE'S BOUNTY,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73032,,,168413.0,,,350.0,350.0,106972,,PHP,,106972,350.0,NATURE'S BOUNTY,168413,106972,350.0,NATURE'S BOUNTY,168413.0,,,
1049,171240,,2024-05-09,Meadowood Water Refilling Station,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,72898,,,168280.0,,,375.0,375.0,106971,,PHP,,106971,375.0,MEADOWOOD WATER REFILLING STATION,168280,106971,375.0,Meadowood Water Refilling Station,168280.0,,,
1050,171239,,2024-05-07,"PARADISE DYNASTY(DINELINK, INC.)",Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73134,,,168514.0,,,500.0,500.0,106970,,PHP,,106970,500.0,"PARADISE DYNASTY(DINELINK, INC.)",168514,106970,500.0,"PARADISE DYNASTY(DINELINK, INC.)",168514.0,,,
1051,171238,,2024-05-07,IKKORYU,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73135,,,168515.0,,,500.0,500.0,106969,,PHP,,106969,500.0,IKKORYU,168515,106969,500.0,IKKORYU,168515.0,,,
1052,171247,,2024-05-09,WELLPOINT MEDICAL CLINIC & DIAGNOSTIC CENTER-HABAY 1,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73599,,,168892.0,,,500.0,500.0,106987,,PHP,,106987,500.0,WELLPOINT MEDICAL CLINIC & DIAGNOSTIC CENTER-HABAY 1,168892,106987,500.0,WELLPOINT MEDICAL CLINIC & DIAGNOSTIC CENTER-HABAY 1,168892.0,,,
1053,171246,,2024-05-09,WELLPOINT MEDICAL CLINIC & DIAGNOSTIC CENTER-HABAY 1,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73600,,,168893.0,,,500.0,500.0,106986,,PHP,,106986,500.0,WELLPOINT MEDICAL CLINIC & DIAGNOSTIC CENTER-HABAY 1,168893,106986,500.0,WELLPOINT MEDICAL CLINIC & DIAGNOSTIC CENTER-HABAY 1,168893.0,,,
1054,171245,,2024-05-09,AINSTEA PURIFIED DRINKING WATER,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73020,,,168401.0,,,375.0,375.0,106982,,PHP,,106982,375.0,AINSTEA PURIFIED DRINKING WATER,168401,106982,375.0,AINSTEA PURIFIED DRINKING WATER,168401.0,,,
1055,171244,,2024-05-09,FABULOUS PURIFIED DRINKING WATER,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,72893,,,168275.0,,,375.0,375.0,106980,,PHP,,106980,375.0,FABULOUS PURIFIED DRINKING WATER,168275,106980,375.0,FABULOUS PURIFIED DRINKING WATER,168275.0,,,
1056,171248,,2024-05-16,NONO'S,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73097,,,168477.0,,,500.0,500.0,107000,,PHP,,107000,500.0,NONO'S,168477,107000,500.0,NONO'S,168477.0,,,
1057,171254,,2024-05-10,EL CORAZON HISPANO FILIPINO FOODS CORP.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73324,,,168700.0,,,500.0,500.0,107006,,PHP,,107006,500.0,EL CORAZON HISPANO FILIPINO FOODS CORP.,168700,107006,500.0,EL CORAZON HISPANO FILIPINO FOODS CORP.,168700.0,,,
1058,171253,,2024-05-10,SIX DOOR'S 3D BBQ BUFFET,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73326,,,168702.0,,,500.0,500.0,107005,,PHP,,107005,500.0,SIX DOOR'S 3D BBQ BUFFET,168702,107005,500.0,SIX DOOR'S 3D BBQ BUFFET,168702.0,,,
1059,171252,,2024-05-10,BARCINO,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73327,,,168703.0,,,500.0,500.0,107004,,PHP,,107004,500.0,BARCINO,168703,107004,500.0,BARCINO,168703.0,,,
1060,171251,,2024-05-10,DENNY'S,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73328,,,168704.0,,,500.0,500.0,107003,,PHP,,107003,500.0,DENNY'S,168704,107003,500.0,DENNY'S,168704.0,,,
1061,171250,,2024-05-10,PERI PERI CHARCOAL CHICKEN & SAUCE BAR,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73333,,,168709.0,,,500.0,500.0,107002,,PHP,,107002,500.0,PERI PERI CHARCOAL CHICKEN & SAUCE BAR,168709,107002,500.0,PERI PERI CHARCOAL CHICKEN & SAUCE BAR,168709.0,,,
1062,171257,,2024-05-10,FELY J'S KITCHENLME UPTOWN,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73323,,,168699.0,,,500.0,500.0,107009,,PHP,,107009,500.0,FELY J'S KITCHENLME UPTOWN,168699,107009,500.0,FELY J'S KITCHENLME UPTOWN,168699.0,,,
1063,171256,,2024-05-10,THE RED CRAB UPTOWN MALL,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73322,,,168698.0,,,500.0,500.0,107008,,PHP,,107008,500.0,THE RED CRAB UPTOWN MALL,168698,107008,500.0,THE RED CRAB UPTOWN MALL,168698.0,,,
1064,171255,,2024-05-10,SAMYUNIKO,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73325,,,168701.0,,,500.0,500.0,107007,,PHP,,107007,500.0,SAMYUNIKO,168701,107007,500.0,SAMYUNIKO,168701.0,,,
1065,171261,,2024-05-10,NONO'S UPTOWN,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73320,,,168696.0,,,500.0,500.0,107013,,PHP,,107013,500.0,NONO'S UPTOWN,168696,107013,500.0,NONO'S UPTOWN,168696.0,,,
1066,171260,,2024-05-10,IPPUDO,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73489,,,168864.0,,,1000.0,1000.0,107012,,PHP,,107012,1000.0,IPPUDO,168864,107012,1000.0,IPPUDO,168864.0,,,
1067,171258,,2024-05-10,SCOUT'S HONOR,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73321,,,168697.0,,,500.0,500.0,107010,,PHP,,107010,500.0,SCOUT'S HONOR,168697,107010,500.0,SCOUT'S HONOR,168697.0,,,
1068,171267,,2024-05-10,TIGER SUGAR,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73297,,,168672.0,,,500.0,500.0,107020,,PHP,,107020,500.0,TIGER SUGAR,168672,107020,500.0,TIGER SUGAR,168672.0,,,
1069,171266,,2024-05-10,BAKING THERAPHY,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73294,,,168669.0,,,500.0,500.0,107019,,PHP,,107019,500.0,BAKING THERAPHY,168669,107019,500.0,BAKING THERAPHY,168669.0,,,
1070,171265,,2024-05-10,CIBO - UPTOWN MALL,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73295,,,168670.0,,,1000.0,1000.0,107017,,PHP,,107017,1000.0,CIBO - UPTOWN MALL,168670,107017,1000.0,CIBO - UPTOWN MALL,168670.0,,,
1071,171264,,2024-05-10,PIZZA EXPRESS,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73293,,,168668.0,,,500.0,500.0,107016,,PHP,,107016,500.0,PIZZA EXPRESS,168668,107016,500.0,PIZZA EXPRESS,168668.0,,,
1072,171263,,2024-05-10,GLOBAL DIMSUM FOOD CORP. / TIM HO WAN,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73300,,,168675.0,,,500.0,500.0,107015,,PHP,,107015,500.0,GLOBAL DIMSUM FOOD CORP. / TIM HO WAN,168675,107015,500.0,GLOBAL DIMSUM FOOD CORP. / TIM HO WAN,168675.0,,,
1073,171269,,2024-05-10,CHOICE GOURMET BANQUET INC.(MC DONALD'S),Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73296,,,168671.0,,,2000.0,2000.0,107022,,PHP,,107022,2000.0,CHOICE GOURMET BANQUET INC.(MC DONALD'S),168671,107022,2000.0,CHOICE GOURMET BANQUET INC.(MC DONALD'S),168671.0,,,
1074,171268,,2024-05-10,TIM HORTONS  UPTOWN MALL,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73298,,,168673.0,,,1000.0,1000.0,107021,,PHP,,107021,1000.0,TIM HORTONS  UPTOWN MALL,168673,107021,1000.0,TIM HORTONS  UPTOWN MALL,168673.0,,,
1075,171274,,2024-05-10,SAIGOSAN,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73502,,,168877.0,,,500.0,500.0,107027,,PHP,,107027,500.0,SAIGOSAN,168877,107027,500.0,SAIGOSAN,168877.0,,,
1076,171273,,2024-05-10,KFC - UPTOWN,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73290,,,168665.0,,,1500.0,1500.0,107026,,PHP,,107026,1500.0,KFC - UPTOWN,168665,107026,1500.0,KFC - UPTOWN,168665.0,,,
1077,171272,,2024-05-10,HEARTY BREAD,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73291,,,168666.0,,,500.0,500.0,107025,,PHP,,107025,500.0,HEARTY BREAD,168666,107025,500.0,HEARTY BREAD,168666.0,,,
1078,171271,,2024-05-10,GOLDEN LKC FOOD SERVICES,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73292,,,168667.0,,,500.0,500.0,107024,,PHP,,107024,500.0,GOLDEN LKC FOOD SERVICES,168667,107024,500.0,GOLDEN LKC FOOD SERVICES,168667.0,,,
1079,171277,,2024-05-13,"N-PLAZA BGC PROPERTIES, INC.",Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73313,,,168689.0,,,1000.0,1000.0,107030,,PHP,,107030,1000.0,"N-PLAZA BGC PROPERTIES, INC.",168689,107030,1000.0,"N-PLAZA BGC PROPERTIES, INC.",168689.0,,,
1080,171276,,2024-05-10,RANDY'S DONUT UPTOWN/BISTRO AMERICANO CORP.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73329,,,168705.0,,,500.0,500.0,107029,,PHP,,107029,500.0,RANDY'S DONUT UPTOWN/BISTRO AMERICANO CORP.,168705,107029,500.0,RANDY'S DONUT UPTOWN/BISTRO AMERICANO CORP.,168705.0,,,
1081,171275,,2024-05-10,EASY TIGER,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73383,,,168760.0,,,500.0,500.0,107028,,PHP,,107028,500.0,EASY TIGER,168760,107028,500.0,EASY TIGER,168760.0,,,
1082,171279,,2024-05-14,HIGH STREET SOUTH CORPORATE PLAZA CONDOMINIUM,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,72821,,,168203.0,,,1700.0,1700.0,107036,,PHP,,107036,1700.0,HIGH STREET SOUTH CORPORATE PLAZA CONDOMINIUM,168203,107036,1700.0,HIGH STREET SOUTH CORPORATE PLAZA CONDOMINIUM,168203.0,,,
1083,171278,,2024-05-13,ING BANK MANILA BRANCH,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73317,,,168693.0,,,2500.0,2500.0,107031,,PHP,,107031,2500.0,ING BANK MANILA BRANCH,168693,107031,2500.0,ING BANK MANILA BRANCH,168693.0,,,
1084,171285,,2024-05-28,THEALENA WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73474,,,168852.0,,,500.0,500.0,107045,,PHP,,107045,500.0,THEALENA WATER REFILLING STATION,168852,107045,500.0,THEALENA WATER REFILLING STATION,168852.0,,,
1085,171284,,2024-05-20,INGRESO WATER STATION,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73393,,,168770.0,,,500.0,500.0,107044,,PHP,,107044,500.0,INGRESO WATER STATION,168770,107044,500.0,INGRESO WATER STATION,168770.0,,,
1086,171283,,2024-05-20,CEPRIA WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73392,,,168769.0,,,1000.0,1000.0,107043,,PHP,,107043,1000.0,CEPRIA WATER REFILLING STATION,168769,107043,1000.0,CEPRIA WATER REFILLING STATION,168769.0,,,
1087,171281,,2024-05-20,ALKAVIEL WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73390,,,168767.0,,,500.0,500.0,107041,,PHP,,107041,500.0,ALKAVIEL WATER REFILLING STATION,168767,107041,500.0,ALKAVIEL WATER REFILLING STATION,168767.0,,,
1088,171287,,2024-05-10,BONIFACIO RIDGE CONDOMINIUM CORP.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73736,,,168959.0,,,500.0,500.0,107051,,PHP,,107051,500.0,BONIFACIO RIDGE CONDOMINIUM CORP.,168959,107051,500.0,BONIFACIO RIDGE CONDOMINIUM CORP.,168959.0,,,
1089,171286,,2024-05-28,JCB PURIFIED WATER,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73456,,,168834.0,,,500.0,500.0,107046,,PHP,,107046,500.0,JCB PURIFIED WATER,168834,107046,500.0,JCB PURIFIED WATER,168834.0,,,
1090,171292,,2024-05-15,EL AQUA NATURALLE (SPRING QUENCHER WATER STATION),Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73430,,,168808.0,,,500.0,500.0,107058,,PHP,,107058,500.0,EL AQUA NATURALLE (SPRING QUENCHER WATER STATION),168808,107058,500.0,EL AQUA NATURALLE (SPRING QUENCHER WATER STATION),168808.0,,,
1091,171291,,2024-05-15,MEGASTAR PURIFIED DRINKING WATER STATION,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73432,,,168810.0,,,500.0,500.0,107057,,PHP,,107057,500.0,MEGASTAR PURIFIED DRINKING WATER STATION,168810,107057,500.0,MEGASTAR PURIFIED DRINKING WATER STATION,168810.0,,,
1092,171290,,2024-05-10,KARIELA MANAGEMENT CORP,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73347,,,168723.0,,,2000.0,2000.0,107054,,PHP,,107054,2000.0,KARIELA MANAGEMENT CORP,168723,107054,2000.0,KARIELA MANAGEMENT CORP,168723.0,,,
1093,171288,,2024-05-10,SHELL @ THE FORT SERVICE STATION (DONICA CORP.) - CANCEL,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,72845,,,168228.0,,,500.0,500.0,107052,,PHP,,107052,500.0,SHELL @ THE FORT SERVICE STATION (DONICA CORP.) - CANCEL,168228,107052,500.0,SHELL @ THE FORT SERVICE STATION (DONICA CORP.) - CANCEL,168228.0,,,
1094,171295,,2024-05-15,WATER MARKET/KEITH WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73643,,,168936.0,,,500.0,500.0,107061,,PHP,,107061,500.0,WATER MARKET/KEITH WATER REFILLING STATION,168936,107061,500.0,WATER MARKET/KEITH WATER REFILLING STATION,168936.0,,,
1095,171294,,2024-05-15,LADIAS WATER REFILLING,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73438,,,168816.0,,,500.0,500.0,107060,,PHP,,107060,500.0,LADIAS WATER REFILLING,168816,107060,500.0,LADIAS WATER REFILLING,168816.0,,,
1096,171293,,2024-05-15,CITY WATER SIGNAL,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73441,,,168819.0,,,500.0,500.0,107059,,PHP,,107059,500.0,CITY WATER SIGNAL,168819,107059,500.0,CITY WATER SIGNAL,168819.0,,,
1097,171299,,2024-05-15,OZONE PURE - KATUPARAN,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73433,,,168811.0,,,500.0,500.0,107065,,PHP,,107065,500.0,OZONE PURE - KATUPARAN,168811,107065,500.0,OZONE PURE - KATUPARAN,168811.0,,,
1098,171298,,2024-05-15,AQUA VIRTH WATER STATION(WATER FOR LESS),Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73444,,,168822.0,,,1500.0,1500.0,107064,,PHP,,107064,1500.0,AQUA VIRTH WATER STATION(WATER FOR LESS),168822,107064,1500.0,AQUA VIRTH WATER STATION(WATER FOR LESS),168822.0,,,
1099,171297,,2024-05-15,MD CALO GEN. MDSE/CALO AQUASE,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73447,,,168825.0,,,500.0,500.0,107063,,PHP,,107063,500.0,MD CALO GEN. MDSE/CALO AQUASE,168825,107063,500.0,MD CALO GEN. MDSE/CALO AQUASE,168825.0,,,
1100,171296,,2024-05-15,CHIENYGRACE INC.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73442,,,168820.0,,,500.0,500.0,107062,,PHP,,107062,500.0,CHIENYGRACE INC.,168820,107062,500.0,CHIENYGRACE INC.,168820.0,,,
1101,171304,,2024-05-15,HT WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73445,,,168823.0,,,500.0,500.0,107070,,PHP,,107070,500.0,HT WATER REFILLING STATION,168823,107070,500.0,HT WATER REFILLING STATION,168823.0,,,
1102,171303,,2024-05-15,SM LUCKY WATER REFILLING STATION / LIVING WATER,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73440,,,168818.0,,,500.0,500.0,107069,,PHP,,107069,500.0,SM LUCKY WATER REFILLING STATION / LIVING WATER,168818,107069,500.0,SM LUCKY WATER REFILLING STATION / LIVING WATER,168818.0,,,
1103,171302,,2024-05-15,LOCAN WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73443,,,168821.0,,,500.0,500.0,107068,,PHP,,107068,500.0,LOCAN WATER REFILLING STATION,168821,107068,500.0,LOCAN WATER REFILLING STATION,168821.0,,,
1104,171301,,2024-05-15,Yanto Water Refilling Station,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73437,,,168815.0,,,500.0,500.0,107067,,PHP,,107067,500.0,YANTO WATER REFILLING STATION,168815,107067,500.0,Yanto Water Refilling Station,168815.0,,,
1105,171300,,2024-05-15,AQUA OTSO WATER STATION,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73427,,,168804.0,,,500.0,500.0,107066,,PHP,,107066,500.0,AQUA OTSO WATER STATION,168804,107066,500.0,AQUA OTSO WATER STATION,168804.0,,,
1106,171305,,2024-05-15,LORAJO NATURE DEW,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73439,,,168817.0,,,500.0,500.0,107071,,PHP,,107071,500.0,LORAJO NATURE DEW,168817,107071,500.0,LORAJO NATURE DEW,168817.0,,,
1107,171310,,2024-05-16,SPARKLING BLUE,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,69958,,,168091.0,,,300.0,300.0,107091,,PHP,,107091,300.0,SPARKLING BLUE,168091,107091,300.0,SPARKLING BLUE,168091.0,,,
1108,171309,,2024-05-15,SWIFT SIPS WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73436,,,168814.0,,,500.0,500.0,107075,,PHP,,107075,500.0,SWIFT SIPS WATER REFILLING STATION,168814,107075,500.0,SWIFT SIPS WATER REFILLING STATION,168814.0,,,
1109,171308,,2024-05-15,ARYA WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73428,,,168805.0,,,500.0,500.0,107074,,PHP,,107074,500.0,ARYA WATER REFILLING STATION,168805,107074,500.0,ARYA WATER REFILLING STATION,168805.0,,,
1110,171307,,2024-05-15,SALVADOR SPRING,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73435,,,168813.0,,,500.0,500.0,107073,,PHP,,107073,500.0,SALVADOR SPRING,168813,107073,500.0,SALVADOR SPRING,168813.0,,,
1111,171313,,2024-05-23,"MO' COOKIES / FINI PROJECT, INC.",Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73552,,,168888.0,,,500.0,500.0,107131,,PHP,,107131,500.0,"MO' COOKIES / FINI PROJECT, INC.",168888,107131,500.0,"MO' COOKIES / FINI PROJECT, INC.",168888.0,,,
1112,171312,,2024-05-17,KUYA DAN'S HI-GRADE DRINKING WATER,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73614,,,168907.0,,,350.0,350.0,107104,,PHP,,107104,350.0,KUYA DAN'S HI-GRADE DRINKING WATER,168907,107104,350.0,KUYA DAN'S HI-GRADE DRINKING WATER,168907.0,,,
1113,171311,,2024-05-28,SOUTHEASTASIA RETAIL INC.-LANDERS ARCA SOUTH,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73620,,,168913.0,,,3500.0,3500.0,107094,,PHP,,107094,3500.0,SOUTHEASTASIA RETAIL INC.-LANDERS ARCA SOUTH,168913,107094,3500.0,SOUTHEASTASIA RETAIL INC.-LANDERS ARCA SOUTH,168913.0,,,
1114,171315,,2024-05-16,AQUA NATURE,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73644,,,168937.0,,,500.0,500.0,107202,,PHP,,107202,500.0,AQUA NATURE,168937,107202,500.0,AQUA NATURE,168937.0,,,
1115,171317,,2024-05-16,RGJJ WAYER STATION,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73461,,,168839.0,,,500.0,500.0,107204,,PHP,,107204,500.0,RGJJ WAYER STATION,168839,107204,500.0,RGJJ WAYER STATION,168839.0,,,
1116,171316,,2024-05-16,AQUAQUEST.COM,Cash,Cash and cash equivalents:Cash In bank:CIB BDO TAGUIG 4888,73453,,,168831.0,,,500.0,500.0,107203,,PHP,,107203,500.0,AQUAQUEST.COM,168831,107203,500.0,AQUAQUEST.COM,168831.0,,,
