S.No,QbId,Ref No (Payment No),Payment Date,Customer,Payment method,Deposit To Account Name,Invoice No,Journal No,QB Journal Id,QB Invoice Id,QB Credit Memo Id,Credit Memo No,Amount,Total,Reference No,Memo,Currency Code,Exchange Rate,REFERENCE_NO,TOTAL,CUSTOMER,QB_INVOICE_ID,ORIG_REFERENCE_NO,ORIG_TOTAL,ORIG_CUSTOMER,ORIG_QB_INVOICE_ID,MATCH_LEVEL,MATCHED_CRB_INDEX,MATCH_TYPE
1,126988,,2024-05-09,PROVINCE GOV OF BOHOL,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,,,,,,,19800.0,19800.0,31698,,PHP,,31698,19800.0,PROVINCE GOV OF BOHOL,,31698,19800.0,PROVINCE GOV OF BOHOL,,,,
2,137984,,2024-05-30,PRIMARY PROPERTIES CORP,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,,,,,,,7350.0,7350.0,32950,,PHP,,32950,7350.0,PRIMARY PROPERTIES CORP,,32950,7350.0,PRIMARY PROPERTIES CORP,,,,
3,149286,,2024-05-02,FREEMONT FOODS CORP,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36216,,,149273.0,,,2100.0,2100.0,32037,,PHP,,32037,2100.0,FREEMONT FOODS CORP,149273,32037,2100.0,FREEMONT FOODS CORP,149273.0,,,
4,149287,,2024-05-02,ACQUAVIDA W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36218,,,149275.0,,,700.0,700.0,32038,,PHP,,32038,700.0,ACQUAVIDA W.R.S.,149275,32038,700.0,ACQUAVIDA W.R.S.,149275.0,,,
5,149288,,2024-05-02,EARTH2O W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36217,,,149274.0,,,400.0,400.0,32039,,PHP,,32039,400.0,EARTH2O W.R.S.,149274,32039,400.0,EARTH2O W.R.S.,149274.0,,,
6,149289,,2024-05-02,NICMASTER W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36227,,,149285.0,,,4000.0,4000.0,31763,,PHP,,31763,4000.0,NICMASTER W.R.S.,149285,31763,4000.0,NICMASTER W.R.S.,149285.0,,,
7,149290,,2024-05-02,TASTE 8 CUISINE INC.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36210,,,149267.0,,,1500.0,1500.0,31832,,PHP,,31832,1500.0,TASTE 8 CUISINE INC.,149267,31832,1500.0,TASTE 8 CUISINE INC.,149267.0,,,
8,149291,,2024-05-02,CAHUMAYAN W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36211,,,149268.0,,,400.0,400.0,31833,,PHP,,31833,400.0,CAHUMAYAN W.R.S.,149268,31833,400.0,CAHUMAYAN W.R.S.,149268.0,,,
9,149292,,2024-05-02,2HUB W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36212,,,149269.0,,,400.0,400.0,31834,,PHP,,31834,400.0,2HUB W.R.S.,149269,31834,400.0,2HUB W.R.S.,149269.0,,,
10,149293,,2024-05-02,ESTATE OF LORETO HERNAEZ,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36225,,,149283.0,,,4000.0,4000.0,31835,,PHP,,31835,4000.0,ESTATE OF LORETO HERNAEZ,149283,31835,4000.0,ESTATE OF LORETO HERNAEZ,149283.0,,,
11,149294,,2024-05-02,GIEDAN'S CATERING SERVICES,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36213,,,149270.0,,,1500.0,1500.0,31836,,PHP,,31836,1500.0,GIEDAN'S CATERING SERVICES,149270,31836,1500.0,GIEDAN'S CATERING SERVICES,149270.0,,,
12,149295,,2024-05-02,125 FOOD CONCEPTS (MANG INASAL),Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36214,,,149271.0,,,3000.0,3000.0,31837,,PHP,,31837,3000.0,125 FOOD CONCEPTS (MANG INASAL),149271,31837,3000.0,125 FOOD CONCEPTS (MANG INASAL),149271.0,,,
13,149296,,2024-05-02,5J TASTE CAFÉ INC.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36215,,,149272.0,,,3000.0,3000.0,31838,,PHP,,31838,3000.0,5J TASTE CAFÉ INC.,149272,31838,3000.0,5J TASTE CAFÉ INC.,149272.0,,,
14,149338,,2024-05-03,SIWASSCO MPC,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36236,,,149319.0,,,6000.0,6000.0,31839,,PHP,,31839,6000.0,SIWASSCO MPC,149319,31839,6000.0,SIWASSCO MPC,149319.0,,,
15,149339,,2024-05-03,10000 ROSES CAFÉ & MORE (CORDOVA CEBU GOLF & RESORT INC.),Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36246,,,149333.0,,,1300.0,1300.0,32040,,PHP,,32040,1300.0,10000 ROSES CAFÉ & MORE (CORDOVA CEBU GOLF & RESORT INC.),149333,32040,1300.0,10000 ROSES CAFÉ & MORE (CORDOVA CEBU GOLF & RESORT INC.),149333.0,,,
16,149340,,2024-05-03,CRYSTALFILL W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36249,,,149337.0,,,400.0,400.0,32041,,PHP,,32041,400.0,CRYSTALFILL W.R.S.,149337,32041,400.0,CRYSTALFILL W.R.S.,149337.0,,,
17,149341,,2024-05-03,MARIE W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36248,,,149336.0,,,400.0,400.0,32042,,PHP,,32042,400.0,MARIE W.R.S.,149336,32042,400.0,MARIE W.R.S.,149336.0,,,
18,149342,,2024-05-03,VIRTUCIO CATERING SERVICES INC.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36245,,,149332.0,,,2600.0,2600.0,32043,,PHP,,32043,2600.0,VIRTUCIO CATERING SERVICES INC.,149332,32043,2600.0,VIRTUCIO CATERING SERVICES INC.,149332.0,,,
19,149343,,2024-05-03,MAKENZIE FOOD CORP. (JOLLIBEE),Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36237,,,149320.0,,,3700.0,3700.0,31765,,PHP,,31765,3700.0,MAKENZIE FOOD CORP. (JOLLIBEE),149320,31765,3700.0,MAKENZIE FOOD CORP. (JOLLIBEE),149320.0,,,
20,149344,,2024-05-03,GRACELLES CATERING SERVICES,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36238,,,149321.0,,,3500.0,3500.0,31764,,PHP,,31764,3500.0,GRACELLES CATERING SERVICES,149321,31764,3500.0,GRACELLES CATERING SERVICES,149321.0,,,
21,149463,,2024-05-06,MEDIPRO DIALYSIS AND DIAGNOSTIC CENTER,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36229,,,149438.0,,,2100.0,2100.0,32136,,PHP,,32136,2100.0,MEDIPRO DIALYSIS AND DIAGNOSTIC CENTER,149438,32136,2100.0,MEDIPRO DIALYSIS AND DIAGNOSTIC CENTER,149438.0,,,
22,149465,,2024-05-06,MAAYO RESTAURANT,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36255,,,149464.0,,,500.0,500.0,31766,,PHP,,31766,500.0,MAAYO RESTAURANT,149464,31766,500.0,MAAYO RESTAURANT,149464.0,,,
23,149467,,2024-05-06,JUG N' DRINK W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36260,,,149433.0,,,500.0,500.0,32171,,PHP,,32171,500.0,JUG N' DRINK W.R.S.,149433,32171,500.0,JUG N' DRINK W.R.S.,149433.0,,,
24,149468,,2024-05-06,SAN JUAN W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36257,,,149424.0,,,500.0,500.0,32172,,PHP,,32172,500.0,SAN JUAN W.R.S.,149424,32172,500.0,SAN JUAN W.R.S.,149424.0,,,
25,149469,,2024-05-06,ANSKIE W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36259,,,149430.0,,,500.0,500.0,32173,,PHP,,32173,500.0,ANSKIE W.R.S.,149430,32173,500.0,ANSKIE W.R.S.,149430.0,,,
26,149470,,2024-05-06,AGUA D' LUPE W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36261,,,149436.0,,,500.0,500.0,32174,,PHP,,32174,500.0,AGUA D' LUPE W.R.S.,149436,32174,500.0,AGUA D' LUPE W.R.S.,149436.0,,,
27,149471,,2024-05-06,LIFE SPRING W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36256,,,149421.0,,,500.0,500.0,32175,,PHP,,32175,500.0,LIFE SPRING W.R.S.,149421,32175,500.0,LIFE SPRING W.R.S.,149421.0,,,
28,149472,,2024-05-06,AQUA PLUS WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36262,,,149439.0,,,450.0,450.0,31840,,PHP,,31840,450.0,AQUA PLUS WATER REFILLING STATION,149439,31840,450.0,AQUA PLUS WATER REFILLING STATION,149439.0,,,
29,149473,,2024-05-06,GJC PURIFIED DRINKING W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36263,,,149440.0,,,450.0,450.0,31841,,PHP,,31841,450.0,GJC PURIFIED DRINKING W.R.S.,149440,31841,450.0,GJC PURIFIED DRINKING W.R.S.,149440.0,,,
30,149474,,2024-05-06,JDC W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36264,,,149441.0,,,450.0,450.0,31842,,PHP,,31842,450.0,JDC W.R.S.,149441,31842,450.0,JDC W.R.S.,149441.0,,,
31,149475,,2024-05-06,ARBAY W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36265,,,149442.0,,,450.0,450.0,31843,,PHP,,31843,450.0,ARBAY W.R.S.,149442,31843,450.0,ARBAY W.R.S.,149442.0,,,
32,149476,,2024-05-06,JABIS W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36267,,,149444.0,,,450.0,450.0,31844,,PHP,,31844,450.0,JABIS W.R.S.,149444,31844,450.0,JABIS W.R.S.,149444.0,,,
33,149477,,2024-05-06,BOYMAX W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36268,,,149445.0,,,450.0,450.0,31845,,PHP,,31845,450.0,BOYMAX W.R.S.,149445,31845,450.0,BOYMAX W.R.S.,149445.0,,,
34,149478,,2024-05-06,AQUA ZONE W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36269,,,149446.0,,,450.0,450.0,31846,,PHP,,31846,450.0,AQUA ZONE W.R.S.,149446,31846,450.0,AQUA ZONE W.R.S.,149446.0,,,
35,149479,,2024-05-06,AQUA BM,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36266,,,149443.0,,,850.0,850.0,31847,,PHP,,31847,850.0,AQUA BM,149443,31847,850.0,AQUA BM,149443.0,,,
36,149480,,2024-05-06,YSATAM W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36271,,,149448.0,,,450.0,450.0,31848,,PHP,,31848,450.0,YSATAM W.R.S.,149448,31848,450.0,YSATAM W.R.S.,149448.0,,,
37,149481,,2024-05-06,AGUA MILAGROSA W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36272,,,149449.0,,,450.0,450.0,31849,,PHP,,31849,450.0,AGUA MILAGROSA W.R.S.,149449,31849,450.0,AGUA MILAGROSA W.R.S.,149449.0,,,
38,149482,,2024-05-06,PRINCESS GSN W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36273,,,149450.0,,,450.0,450.0,31850,,PHP,,31850,450.0,PRINCESS GSN W.R.S.,149450,31850,450.0,PRINCESS GSN W.R.S.,149450.0,,,
39,149483,,2024-05-06,MIRECHE W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36274,,,149451.0,,,450.0,450.0,32258,,PHP,,32258,450.0,MIRECHE W.R.S.,149451,32258,450.0,MIRECHE W.R.S.,149451.0,,,
40,149484,,2024-05-06,MNG2 W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36275,,,149452.0,,,450.0,450.0,32259,,PHP,,32259,450.0,MNG2 W.R.S.,149452,32259,450.0,MNG2 W.R.S.,149452.0,,,
41,149485,,2024-05-06,CRISANTUS W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36276,,,149453.0,,,450.0,450.0,32260,,PHP,,32260,450.0,CRISANTUS W.R.S.,149453,32260,450.0,CRISANTUS W.R.S.,149453.0,,,
42,149486,,2024-05-06,J.T. HUBAHIB W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36277,,,149454.0,,,450.0,450.0,32261,,PHP,,32261,450.0,J.T. HUBAHIB W.R.S.,149454,32261,450.0,J.T. HUBAHIB W.R.S.,149454.0,,,
43,149487,,2024-05-06,EJ'S BLUE WATER REFILL,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36278,,,149455.0,,,450.0,450.0,32262,,PHP,,32262,450.0,EJ'S BLUE WATER REFILL,149455,32262,450.0,EJ'S BLUE WATER REFILL,149455.0,,,
44,149488,,2024-05-06,VISKYSEA W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36270,,,149447.0,,,450.0,450.0,32263,,PHP,,32263,450.0,VISKYSEA W.R.S.,149447,32263,450.0,VISKYSEA W.R.S.,149447.0,,,
45,149489,,2024-05-06,LOVELY AND FEL W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36279,,,149456.0,,,450.0,450.0,32264,,PHP,,32264,450.0,LOVELY AND FEL W.R.S.,149456,32264,450.0,LOVELY AND FEL W.R.S.,149456.0,,,
46,149490,,2024-05-06,AQUALYZ,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36280,,,149457.0,,,450.0,450.0,32265,,PHP,,32265,450.0,AQUALYZ,149457,32265,450.0,AQUALYZ,149457.0,,,
47,149491,,2024-05-06,GRACIAS W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36281,,,149458.0,,,450.0,450.0,32266,,PHP,,32266,450.0,GRACIAS W.R.S.,149458,32266,450.0,GRACIAS W.R.S.,149458.0,,,
48,149492,,2024-05-06,SASARITAS W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36282,,,149459.0,,,450.0,450.0,32267,,PHP,,32267,450.0,SASARITAS W.R.S.,149459,32267,450.0,SASARITAS W.R.S.,149459.0,,,
49,149493,,2024-05-06,GEAR W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36283,,,149460.0,,,450.0,450.0,32268,,PHP,,32268,450.0,GEAR W.R.S.,149460,32268,450.0,GEAR W.R.S.,149460.0,,,
50,149494,,2024-05-06,ANOPOG WATER SYSTEM,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36284,,,149461.0,,,900.0,900.0,32269,,PHP,,32269,900.0,ANOPOG WATER SYSTEM,149461,32269,900.0,ANOPOG WATER SYSTEM,149461.0,,,
51,149703,,2024-05-02,BOHOL BEACH CLUB W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36290,,,149651.0,,,3250.0,3250.0,31677,,PHP,,31677,3250.0,BOHOL BEACH CLUB W.R.S.,149651,31677,3250.0,BOHOL BEACH CLUB W.R.S.,149651.0,,,
52,149704,,2024-05-02,THE BELLEVUE RESORT,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36289,,,149649.0,,,3250.0,3250.0,31680,,PHP,,31680,3250.0,THE BELLEVUE RESORT,149649,31680,3250.0,THE BELLEVUE RESORT,149649.0,,,
53,149705,,2024-05-07,GOLDEN ARCHES DEVELOPMENT CORP,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36296,,,149659.0,,,2100.0,2100.0,32044,,PHP,,32044,2100.0,GOLDEN ARCHES DEVELOPMENT CORP,149659,32044,2100.0,GOLDEN ARCHES DEVELOPMENT CORP,149659.0,,,
54,149706,,2024-05-07,GOLDEN ARCHES DEVELOPMENT CORP,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36295,,,149657.0,,,2100.0,2100.0,32045,,PHP,,32045,2100.0,GOLDEN ARCHES DEVELOPMENT CORP,149657,32045,2100.0,GOLDEN ARCHES DEVELOPMENT CORP,149657.0,,,
55,149707,,2024-05-07,GOLDEN ARCHES DEVELOPMENT CORP,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36297,,,149660.0,,,2100.0,2100.0,32046,,PHP,,32046,2100.0,GOLDEN ARCHES DEVELOPMENT CORP,149660,32046,2100.0,GOLDEN ARCHES DEVELOPMENT CORP,149660.0,,,
56,149708,,2024-05-07,MCDONALDS,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36298,,,149661.0,,,1400.0,1400.0,32047,,PHP,,32047,1400.0,MCDONALDS,149661,32047,1400.0,MCDONALDS,149661.0,,,
57,149709,,2024-05-07,GOLDEN ARCHES DEVELOPMENT CORP,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36300,,,149666.0,,,2100.0,2100.0,32137,,PHP,,32137,2100.0,GOLDEN ARCHES DEVELOPMENT CORP,149666,32137,2100.0,GOLDEN ARCHES DEVELOPMENT CORP,149666.0,,,
58,149711,,2024-05-07,GOLDEN ARCHES DEVELOPMENT CORP,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36303,,,149669.0,,,2100.0,2100.0,32139,,PHP,,32139,2100.0,GOLDEN ARCHES DEVELOPMENT CORP,149669,32139,2100.0,GOLDEN ARCHES DEVELOPMENT CORP,149669.0,,,
59,149713,,2024-05-07,DR COFFEE,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36286,,,149644.0,,,4000.0,4000.0,31769,,PHP,,31769,4000.0,DR COFFEE,149644,31769,4000.0,DR COFFEE,149644.0,,,
60,149714,,2024-05-07,FREEMONT FOODS CORPORATION,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36287,,,149645.0,,,2100.0,2100.0,31770,,PHP,,31770,2100.0,FREEMONT FOODS CORPORATION,149645,31770,2100.0,FREEMONT FOODS CORPORATION,149645.0,,,
61,149715,,2024-05-07,J AND C W.R.S,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36307,,,149674.0,,,500.0,500.0,32176,,PHP,,32176,500.0,J AND C W.R.S,149674,32176,500.0,J AND C W.R.S,149674.0,,,
62,149716,,2024-05-07,IMMACULATE W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36308,,,149675.0,,,500.0,500.0,32177,,PHP,,32177,500.0,IMMACULATE W.R.S.,149675,32177,500.0,IMMACULATE W.R.S.,149675.0,,,
63,149717,,2024-05-07,AQUADEEP 120 PURIFIED DRINKING WATER,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36309,,,149676.0,,,500.0,500.0,32178,,PHP,,32178,500.0,AQUADEEP 120 PURIFIED DRINKING WATER,149676,32178,500.0,AQUADEEP 120 PURIFIED DRINKING WATER,149676.0,,,
64,149718,,2024-05-07,AQUADEEP 120 PURIFIED DRINKING WATER,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36304,,,149671.0,,,4000.0,4000.0,32179,,PHP,,32179,4000.0,AQUADEEP 120 PURIFIED DRINKING WATER,149671,32179,4000.0,AQUADEEP 120 PURIFIED DRINKING WATER,149671.0,,,
65,149719,,2024-05-07,TLP W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36314,,,149681.0,,,500.0,500.0,32180,,PHP,,32180,500.0,TLP W.R.S.,149681,32180,500.0,TLP W.R.S.,149681.0,,,
66,149720,,2024-05-07,QUENCHERS W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36310,,,149677.0,,,500.0,500.0,32181,,PHP,,32181,500.0,QUENCHERS W.R.S.,149677,32181,500.0,QUENCHERS W.R.S.,149677.0,,,
67,149721,,2024-05-07,PATAG WATER STATION,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36311,,,149678.0,,,500.0,500.0,32182,,PHP,,32182,500.0,PATAG WATER STATION,149678,32182,500.0,PATAG WATER STATION,149678.0,,,
68,149722,,2024-05-07,AQUARICH W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36312,,,149679.0,,,500.0,500.0,32183,,PHP,,32183,500.0,AQUARICH W.R.S.,149679,32183,500.0,AQUARICH W.R.S.,149679.0,,,
69,149723,,2024-05-07,EC W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36313,,,149680.0,,,500.0,500.0,32184,,PHP,,32184,500.0,EC W.R.S.,149680,32184,500.0,EC W.R.S.,149680.0,,,
70,149724,,2024-05-07,SARWASSCO MPC,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36305,,,149672.0,,,3500.0,3500.0,32185,,PHP,,32185,3500.0,SARWASSCO MPC,149672,32185,3500.0,SARWASSCO MPC,149672.0,,,
71,149725,,2024-05-07,PIÑON PURIFIED DRINKING WATER,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36306,,,149673.0,,,500.0,500.0,32188,,PHP,,32188,500.0,PIÑON PURIFIED DRINKING WATER,149673,32188,500.0,PIÑON PURIFIED DRINKING WATER,149673.0,,,
72,149726,,2024-05-07,4K'S W.R.S,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36315,,,149682.0,,,500.0,500.0,32189,,PHP,,32189,500.0,4K'S W.R.S,149682,32189,500.0,4K'S W.R.S,149682.0,,,
73,149727,,2024-05-07,J & J W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36291,,,149652.0,,,4000.0,4000.0,32858,,PHP,,32858,4000.0,J & J W.R.S.,149652,32858,4000.0,J & J W.R.S.,149652.0,,,
74,149728,,2024-05-07,ANN WENCY W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36292,,,149653.0,,,4000.0,4000.0,32859,,PHP,,32859,4000.0,ANN WENCY W.R.S.,149653,32859,4000.0,ANN WENCY W.R.S.,149653.0,,,
75,149729,,2024-05-07,AQUA SAB W.R.S,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36293,,,149654.0,,,4000.0,4000.0,32860,,PHP,,32860,4000.0,AQUA SAB W.R.S,149654,32860,4000.0,AQUA SAB W.R.S,149654.0,,,
76,149730,,2024-05-07,MASULOG DRINKING WATER,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36294,,,149656.0,,,4000.0,4000.0,32861,,PHP,,32861,4000.0,MASULOG DRINKING WATER,149656,32861,4000.0,MASULOG DRINKING WATER,149656.0,,,
77,149756,,2024-05-28,THIRSTAID PURIFIED DRINKING WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00674,,,165245.0,,,600.0,600.0,1951,,PHP,,1951,600.0,THIRSTAID PURIFIED DRINKING WATER,165245,1951,600.0,THIRSTAID PURIFIED DRINKING WATER,165245.0,,,
78,149825,,2024-05-08,DREAMFIELD REALTY & MGT CORP,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36358,,,149822.0,,,350.0,350.0,30750,,PHP,,30750,350.0,DREAMFIELD REALTY & MGT CORP,149822,30750,350.0,DREAMFIELD REALTY & MGT CORP,149822.0,,,
79,149826,,2024-05-08,MCDONALDS,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36347,,,149806.0,,,2100.0,2100.0,32048,,PHP,,32048,2100.0,MCDONALDS,149806,32048,2100.0,MCDONALDS,149806.0,,,
80,149827,,2024-05-08,MCDONALDS,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36346,,,149805.0,,,2100.0,2100.0,32049,,PHP,,32049,2100.0,MCDONALDS,149805,32049,2100.0,MCDONALDS,149805.0,,,
81,149830,,2024-05-08,PHY-SCI FLOCCULANT,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36359,,,149823.0,,,10000.0,10000.0,30749,,PHP,,30749,10000.0,PHY-SCI FLOCCULANT,149823,30749,10000.0,PHY-SCI FLOCCULANT,149823.0,,,
82,149831,,2024-05-08,GOLDEN ARCHES DEVELOPMENT CORP,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36340,,,149798.0,,,1400.0,1400.0,32190,,PHP,,32190,1400.0,GOLDEN ARCHES DEVELOPMENT CORP,149798,32190,1400.0,GOLDEN ARCHES DEVELOPMENT CORP,149798.0,,,
83,149832,,2024-05-08,CY W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36341,,,149799.0,,,4700.0,4700.0,32191,,PHP,,32191,4700.0,CY W.R.S.,149799,32191,4700.0,CY W.R.S.,149799.0,,,
84,149834,,2024-05-08,SILVERDALE INN,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36344,,,149803.0,,,4000.0,4000.0,32192,,PHP,,32192,4000.0,SILVERDALE INN,149803,32192,4000.0,SILVERDALE INN,149803.0,,,
85,149835,,2024-05-08,LEYLAM DELUXE,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36343,,,149801.0,,,400.0,400.0,32193,,PHP,,32193,400.0,LEYLAM DELUXE,149801,32193,400.0,LEYLAM DELUXE,149801.0,,,
86,149836,,2024-05-08,PRINCE AND PRINCESS W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36349,,,149808.0,,,400.0,400.0,32140,,PHP,,32140,400.0,PRINCE AND PRINCESS W.R.S.,149808,32140,400.0,PRINCE AND PRINCESS W.R.S.,149808.0,,,
87,149837,,2024-05-08,YARS W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36350,,,149810.0,,,400.0,400.0,32141,,PHP,,32141,400.0,YARS W.R.S.,149810,32141,400.0,YARS W.R.S.,149810.0,,,
88,149838,,2024-05-08,GARING DAIRY MULTI PURPOSE COOPERATIVE,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36351,,,149811.0,,,500.0,500.0,32142,,PHP,,32142,500.0,GARING DAIRY MULTI PURPOSE COOPERATIVE,149811,32142,500.0,GARING DAIRY MULTI PURPOSE COOPERATIVE,149811.0,,,
89,149840,,2024-05-08,JO W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36352,,,149812.0,,,400.0,400.0,32143,,PHP,,32143,400.0,JO W.R.S.,149812,32143,400.0,JO W.R.S.,149812.0,,,
90,149841,,2024-05-08,J & M W.R.S.,Cash,Cash and cash equivalents:Cash In bank:CIB BDO CEBU 1472,36353,,,149813.0,,,400.0,400.0,32144,,PHP,,32144,400.0,J & M W.R.S.,149813,32144,400.0,J & M W.R.S.,149813.0,,,
