MATCH_LEVEL,MATCH_TYPE,CRB_NO,CRB_CLIENT_NAME,CRB_TOTAL_AMOUNT,CRB_SI_NO,CRB_DATE,SAASANT_REFERENCE_NO,SAASANT_CUSTOMER,SAASANT_TOTAL,SAASANT_QB_INVOICE_ID,SAASANT_QbId,SAASANT_Ref No (Payment No),SAASANT_Payment Date,SAASANT_Customer,SAASANT_Payment method,SAASANT_Deposit To Account Name,SAASANT_Invoice No,SAASANT_Journal No,SAASANT_QB Journal Id,SAASANT_QB Invoice Id,SAASANT_QB Credit Memo Id,SAASANT_Credit Memo No,SAASANT_Amount,SAASANT_Total,SAASANT_Reference No,SAASANT_Memo,SAASANT_Currency Code,SAASANT_Exchange Rate
1,Reference No,730585,MR ICE CUBE,500.0,371329.0,2024-05-09,730585,A & L,500.0,302325,418468,,2024-05-09,A & L,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371329,,,302325.0,,,435.0,500.0,730585,,PHP,
1,Reference No,730595,RMC,435.0,371316.0,2024-05-23,730595,RMC,435.0,302319,418473,,2024-05-23,RMC,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371316,,,302319.0,,,435.0,435.0,730595,,PHP,
1,Reference No,730590,PNOC'S,500.0,371235.0,2024-05-10,730590,PNOCS,500.0,302304,418472,,2024-05-10,PNOCS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371235,,,302304.0,,,500.0,500.0,730590,,PHP,
1,Reference No,730588,GIMPADCO,870.0,371232.0,2024-05-10,730588,GIMPADCO,870.0,318418,418471,,2024-05-10,GIMPADCO,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371232,,,318418.0,,,870.0,870.0,730588,,PHP,
1,Reference No,730587,PREMIUM CUISINE CORP MAX'S IBA,1000.0,371327.0,2024-05-09,730587,PREMIUM CUISINE CORP DEEPWELL,1000.0,302323,418470,,2024-05-09,PREMIUM CUISINE CORP DEEPWELL,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,371327,,,302323.0,,,1000.0,1000.0,730587,,PHP,
1,Reference No,730737,CAKE 2 GO -,700.0,373164.0,2024-05-16,730737,CAKE 2 GO -,700.0,320615,418475,,2024-05-16,CAKE 2 GO -,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,373164,,,320615.0,,,550.0,700.0,730737,,PHP,
1,Reference No,730736,FRUITAS,700.0,373110.0,2024-05-16,730736,FRUITAS,700.0,318836,418474,,2024-05-16,FRUITAS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,373110,,,318836.0,,,700.0,700.0,730736,,PHP,
1,Reference No,730738,COUNTRY NOODLES (PANCIT MALABON),1400.0,373111.0,2024-05-16,730738,COUNTRY NOODLES (PANCIT MALABON) SHORTHORN MAYNILAD,1400.0,302662,418476,,2024-05-16,COUNTRY NOODLES (PANCIT MALABON) SHORTHORN MAYNILAD,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,373111,,,302662.0,,,1400.0,1400.0,730738,,PHP,
1,Reference No,731288,ROBINSON SUPERMARKET CORPORATION,600.0,372137.0,2024-05-07,731288,THE MARKET PLACE-TWO CENTRAL,600.0,301421,418480,,2024-05-07,THE MARKET PLACE-TWO CENTRAL,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372137,,,301421.0,,,600.0,600.0,731288,,PHP,
1,Reference No,730740,LUCK FOO INTERNATIONAL CUISINE INC,1400.0,373112.0,2024-05-16,730740,LUK FOO INTERNATIONAL CUISINE INC MAYNILAD,1400.0,302663,418478,,2024-05-16,LUK FOO INTERNATIONAL CUISINE INC MAYNILAD,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,373112,,,302663.0,,,1400.0,1400.0,730740,,PHP,
1,Reference No,730739,NICE HOTEL,7700.0,373114.0,2024-05-16,730739,NICE HOTEL MAYNILAD KITCHEN,7700.0,,418477,,2024-05-16,NICE HOTEL MAYNILAD KITCHEN,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,7700.0,7700.0,730739,,PHP,
1,Reference No,731334,FORDA UHAW,700.0,372749.0,2024-05-13,731334,FORDA UHAW,700.0,301900,418485,,2024-05-13,FORDA UHAW,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372749,,,301900.0,,,700.0,700.0,731334,,PHP,
1,Reference No,731332,PHERED WATER STATION,500.0,372754.0,2024-05-13,731332,PHERED WATER STATION,500.0,,418484,,2024-05-13,PHERED WATER STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,500.0,500.0,731332,,PHP,
1,Reference No,731330,CATER KING FOOD CORP,700.0,372973.0,2024-05-09,731330,CATER KING FOD CORP MAYNILAD,700.0,302620,418483,,2024-05-09,CATER KING FOD CORP MAYNILAD,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372973,,,302620.0,,,700.0,700.0,731330,,PHP,
1,Reference No,731289,LOCAVORE MAKATI INC,600.0,372125.0,2024-05-07,731289,LOCAVORE MAKATI INC.,600.0,301414,418481,,2024-05-07,LOCAVORE MAKATI INC.,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,372125,,,301414.0,,,600.0,600.0,731289,,PHP,
1,Reference No,731338,RIMECO INTEGRATED CORP,700.0,372753.0,2024-05-13,731338,RIMERO INTEGRATED CORP,700.0,301905,418489,,2024-05-13,RIMERO INTEGRATED CORP,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372753,,,301905.0,,,700.0,700.0,731338,,PHP,
1,Reference No,731337,OZONE PURE,700.0,372756.0,2024-05-13,731337,OZONE PURE OPAL ST,700.0,301907,418488,,2024-05-13,OZONE PURE OPAL ST,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372756,,,301907.0,,,700.0,700.0,731337,,PHP,
1,Reference No,731336,HIDDEN WELL WRS,500.0,372752.0,2024-05-13,731336,QC HIDDEN WELL WRS ALKALINE,500.0,,418487,,2024-05-13,QC HIDDEN WELL WRS ALKALINE,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,500.0,500.0,731336,,PHP,
1,Reference No,731335,RFC WATER STATION,700.0,372751.0,2024-05-13,731335,QC RFC WATER STATION MINERAL,700.0,,418486,,2024-05-13,QC RFC WATER STATION MINERAL,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,700.0,700.0,731335,,PHP,
1,Reference No,731343,HYDROLIFE ALKAMINEFIED WRS,700.0,372757.0,2024-05-13,731343,HYDROLIFE ALKAMINEFIED WRS,700.0,301908,418494,,2024-05-13,HYDROLIFE ALKAMINEFIED WRS,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372757,,,301908.0,,,700.0,700.0,731343,,PHP,
1,Reference No,731342,MANGO TREE CAFÉ,550.0,372763.0,2024-05-13,731342,MANGO TREE CAFÉ TRINOMA MAYNILAD F,550.0,301923,418493,,2024-05-13,MANGO TREE CAFÉ TRINOMA MAYNILAD F,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372763,,,301923.0,,,550.0,550.0,731342,,PHP,
1,Reference No,731341,SILVERLUSH FOOD CORP,700.0,372761.0,2024-05-13,731341,ASTONS SPECIALITIES (SILVER LUSH FOOD CORP) TRINOMA MAYNILA F,700.0,301911,418492,,2024-05-13,ASTONS SPECIALITIES (SILVER LUSH FOOD CORP) TRINOMA MAYNILA F,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372761,,,301911.0,,,700.0,700.0,731341,,PHP,
1,Reference No,731340,EST NAMNAM INC,1650.0,372764.0,2024-05-13,731340,MANAM TRINOMA MANILA,1650.0,301924,418491,,2024-05-13,MANAM TRINOMA MANILA,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372764,,,301924.0,,,1650.0,1650.0,731340,,PHP,
1,Reference No,731339,BLAKES WINGS AND STEAK RESTAURANT,700.0,372762.0,2024-05-13,731339,BLAKES WINGS AND STEAK RESTAURANT TRINOMA MANILA F,700.0,301912,418490,,2024-05-13,BLAKES WINGS AND STEAK RESTAURANT TRINOMA MANILA F,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372762,,,301912.0,,,700.0,700.0,731339,,PHP,
1,Reference No,731344,HEAVEN'S WONDER,600.0,372759.0,2024-05-13,731344,HEAVEN'S WONDER,600.0,301910,418495,,2024-05-13,HEAVEN'S WONDER,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372759,,,301910.0,,,600.0,600.0,731344,,PHP,
1,Reference No,731346,CFAL OASIS DEVELOPMENT CORP,700.0,372767.0,2024-05-13,731346,CFAL OASIS DEV. CORP MAYNILAD CONVENIECE STORE,700.0,301925,418496,,2024-05-13,CFAL OASIS DEV. CORP MAYNILAD CONVENIECE STORE,Cash,Cash and cash equivalents:Cash In bank:CIB BDO 0776,372767,,,301925.0,,,700.0,700.0,731346,,PHP,
1,Reference No,1444,KLAIM WATER STATION,300.0,373288.0,2024-05-31,1444,KLAIM WATER STATION,300.0,,474785,,2024-05-31,KLAIM WATER STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,300.0,300.0,1444,,PHP,
1,Reference No,3197,ALEXA STEFFIE WRS,3600.0,374166.0,2024-05-31,3197,ALEXA STEFFIE WRS,3600.0,,474884,,2024-05-31,ALEXA STEFFIE WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,3600.0,3600.0,3197,,PHP,
1,Reference No,3421,ROBINSONS SUPERMARKET CORPORATION (1792),500.0,373609.0,2024-05-29,3421,ROBINSONS SUPERMARKET CORPORATION (1792),500.0,,474904,,2024-05-29,ROBINSONS SUPERMARKET CORPORATION (1792),Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,500.0,500.0,3421,,PHP,
1,Reference No,3638,WATER AVENUE - BAYAN LUNA I,400.0,373151.0,2024-05-31,3638,WATER AVENUE   BAYAN LUNA I,400.0,,474933,,2024-05-31,WATER AVENUE   BAYAN LUNA I,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,400.0,400.0,3638,,PHP,
1,Reference No,4310,STREAM FRESH WRS,3500.0,374598.0,2024-05-29,4310,STREAM FRESH WRS,2000.0,,474997,,2024-05-29,STREAM FRESH WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,2000.0,2000.0,4310,,PHP,
1,Reference No,4309,WATER FLOW-BIE WRS,3500.0,374597.0,2024-05-29,4309,WATER FLOW BIE WRS,2000.0,,474996,,2024-05-29,WATER FLOW BIE WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,2000.0,2000.0,4309,,PHP,
1,Reference No,4311,LGU BATUAN DEEPWELL ROYROY WATER SYSTEM,3500.0,374599.0,2024-05-29,4311,LGU BATUAN DEEPWELL ROYROY WATER SYSTEM,2000.0,,474998,,2024-05-29,LGU BATUAN DEEPWELL ROYROY WATER SYSTEM,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,2000.0,2000.0,4311,,PHP,
1,Reference No,4317,ALONA KIAN NOAH WRS,3500.0,374653.0,2024-05-29,4317,ALONA KIAN NOAH WRS,2000.0,,475002,,2024-05-29,ALONA KIAN NOAH WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,2000.0,2000.0,4317,,PHP,
1,Reference No,4316,RYZZA MAE WRS,3500.0,374652.0,2024-05-29,4316,RYZZA MAE WRS,2000.0,,475001,,2024-05-29,RYZZA MAE WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,2000.0,2000.0,4316,,PHP,
1,Reference No,4315,AQUA LUCIA WRS,3500.0,374651.0,2024-05-29,4315,AQUA LUCIA WRS,2000.0,,475000,,2024-05-29,AQUA LUCIA WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,2000.0,2000.0,4315,,PHP,
1,Reference No,4314,HADIYAH PURIFIED WRS,3500.0,374600.0,2024-05-29,4314,HADIYAH PURIFIED WRS,2000.0,,474999,,2024-05-29,HADIYAH PURIFIED WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,2000.0,2000.0,4314,,PHP,
1,Reference No,4599,AQUA JOY WRS,3000.0,374439.0,2024-05-30,4599,AQUA JOY WRS,2000.0,,475088,,2024-05-30,AQUA JOY WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,2000.0,2000.0,4599,,PHP,
1,Reference No,4598,GUISAPLONG SPRING,3000.0,374437.0,2024-05-30,4598,GUISAPLONG SPRING,2000.0,,475087,,2024-05-30,GUISAPLONG SPRING,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,2000.0,2000.0,4598,,PHP,
1,Reference No,4597,LAGUERTA WRS,3000.0,374436.0,2024-05-30,4597,LAGUERTA WRS,2000.0,,475086,,2024-05-30,LAGUERTA WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,2000.0,2000.0,4597,,PHP,
1,Reference No,4596,AQUA MENTS WRS,3000.0,374435.0,2024-05-30,4596,AQUA MENTS WRS,2000.0,,475085,,2024-05-30,AQUA MENTS WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,2000.0,2000.0,4596,,PHP,
1,Reference No,4595,DONNEX WRS,3000.0,374434.0,2024-05-30,4595,DONNEX WRS,2000.0,,475084,,2024-05-30,DONNEX WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,2000.0,2000.0,4595,,PHP,
1,Reference No,4600,ZAMBALES VILLA,500.0,374596.0,2024-05-30,4600,ZAMBALES VILLA,500.0,,475089,,2024-05-30,ZAMBALES VILLA,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,500.0,500.0,4600,,PHP,
1,Reference No,4968,DAITRIX WRS,1650.0,370794.0,2024-05-29,4968,DAITRIX WRS,1650.0,,475106,,2024-05-29,DAITRIX WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,1650.0,1650.0,4968,,PHP,
1,Reference No,726287,SUSANA FOOD DISTRIBUTION CORP.,3500.0,371137.0,2024-05-31,726287,SUSANA FOOD DISTRIBUTION CORPORATION,3500.0,,475115,,2024-05-31,SUSANA FOOD DISTRIBUTION CORPORATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,3500.0,3500.0,726287,,PHP,
1,Reference No,726286,CTJ ASIA CORP.,3500.0,371135.0,2024-05-31,726286,CTJ ASIA CORP,3500.0,,475114,,2024-05-31,CTJ ASIA CORP,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,3500.0,3500.0,726286,,PHP,
1,Reference No,726291,MATER CARMELI SCHOOL,700.0,374051.0,2024-05-31,726291,MATER CARMELI SCHOOL,700.0,,475118,,2024-05-31,MATER CARMELI SCHOOL,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,700.0,700.0,726291,,PHP,
1,Reference No,726290,EST. NAMNAM INC,550.0,373942.0,2024-05-31,726290,EST NAMNAM INC,550.0,,475117,,2024-05-31,EST NAMNAM INC,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,550.0,550.0,726290,,PHP,
1,Reference No,726289,MT. ISAROG WATER STATION,650.0,372269.0,2024-05-31,726289,MT ISAROG WATER STATION,650.0,,475116,,2024-05-31,MT ISAROG WATER STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,650.0,650.0,726289,,PHP,
1,Reference No,726292,YOMI WRS,550.0,373115.0,2024-05-31,726292,GENTRIAS YOMI WRS,550.0,,475119,,2024-05-31,GENTRIAS YOMI WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,550.0,550.0,726292,,PHP,
1,Reference No,729749,COOL DROPS WRS,1500.0,374021.0,2024-05-29,729749,COOL DROPS WRS,1500.0,,475124,,2024-05-29,COOL DROPS WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,1500.0,1500.0,729749,,PHP,
1,Reference No,726295,EARL LEY REFILLING,550.0,373124.0,2024-05-31,726295,EARL LEY REFILLING,550.0,,475121,,2024-05-31,EARL LEY REFILLING,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,550.0,550.0,726295,,PHP,
1,Reference No,726293,NORABEN FOOD MANUFACTURING,550.0,373116.0,2024-05-31,726293,GENTRIAS NORABEN FOOD MANUFACTURING,550.0,,475120,,2024-05-31,GENTRIAS NORABEN FOOD MANUFACTURING,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,550.0,550.0,726293,,PHP,
1,Reference No,2285,JHONA & JHAYRICK WRS,400.0,373204.0,2024-05-31,2285,JHONA & JHAYRICK WRS,800.0,,478551,,2024-05-31,JHONA & JHAYRICK WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,800.0,800.0,2285,,PHP,
1,Reference No,2284,LIVING WATER,1800.0,374579.0,2024-05-31,2284,LIVING WATER,3600.0,,478550,,2024-05-31,LIVING WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,3600.0,3600.0,2284,,PHP,
1,Reference No,2283,LIVING WATER,400.0,373208.0,2024-05-31,2283,LIVING WATER,800.0,,478549,,2024-05-31,LIVING WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,800.0,800.0,2283,,PHP,
1,Reference No,2280,JHONELME WS,400.0,373210.0,2024-05-31,2280,JHONELME WS,800.0,,478546,,2024-05-31,JHONELME WS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,800.0,800.0,2280,,PHP,
1,Reference No,2278,AQUA DROPS WRS,400.0,373199.0,2024-05-31,2278,AQUA DROPS WRS,800.0,,478544,,2024-05-31,AQUA DROPS WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,800.0,800.0,2278,,PHP,
1,Reference No,2288,JERIS WS,400.0,369076.0,2024-05-31,2288,JERIS WS,800.0,,478564,,2024-05-31,JERIS WS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,800.0,800.0,2288,,PHP,
1,Reference No,1852,PINEHURST MEDICAL SERVICES INC,7500.0,274768.0,2024-05-02,1852,JAIME B. BERCES MEMORIAL HOSPITAL,1350.0,,501500,,2024-05-14,JAIME B. BERCES MEMORIAL HOSPITAL,Cash,Cash and cash equivalents:Cash on Hand,,,,,,,1350.0,1350.0,1852,,PHP,
1,Reference No,1851,PINEHURST MEDICAL SERVICES INC,7500.0,361948.0,2024-05-02,1851,AÑES WATER REFILLING STATION,900.0,,503056,,2024-05-14,AÑES WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand,,,,,,,900.0,900.0,1851,,PHP,
1,Reference No,1910,SAINT PASCAL DEBAYLON HOSPITAL CORP,1500.0,370364.0,2024-05-17,1910,ELLSONWIL WATER REFILLING STATION,600.0,165209,503135,,2024-05-21,ELLSONWIL WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00637,,,165209.0,,,600.0,600.0,1910,,PHP,
1,Reference No,2277,JBS 2 WRS,400.0,373196.0,2024-05-31,2277,IMUS JBS 2 WRS,400.0,,503141,,2024-05-31,IMUS JBS 2 WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,400.0,400.0,2277,,PHP,
1,Reference No,2289,JERIS WS,1800.0,374576.0,2024-05-31,2289,JERIS WS,5400.0,,503146,,2024-05-31,JERIS WS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,5400.0,5400.0,2289,,PHP,
1,Reference No,2287,SURE PURE,400.0,373194.0,2024-05-31,2287,SURE PURE,400.0,,503145,,2024-05-31,SURE PURE,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,400.0,400.0,2287,,PHP,
1,Reference No,2282,GEON PWS,400.0,373283.0,2024-05-31,2282,GEON PWS,1200.0,,503144,,2024-05-31,GEON PWS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,1200.0,1200.0,2282,,PHP,
1,Reference No,2281,JHONLINE WS,1800.0,373210.0,2024-05-31,2281,JHONELME WS,1800.0,,503143,,2024-05-31,JHONELME WS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,1800.0,1800.0,2281,,PHP,
1,Reference No,2294,UNCLE JOHN'S CYBERGATE PLAZA,350.0,372594.0,2024-05-31,2294,UNCLE JOHNS CYBERGATE PLAZA,350.0,,503160,,2024-05-31,UNCLE JOHNS CYBERGATE PLAZA,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,350.0,350.0,2294,,PHP,
1,Reference No,2293,MMJ FOOD CORPORATION,700.0,374253.0,2024-05-31,2293,MMJ FOOD CORPORATION,700.0,,503159,,2024-05-31,MMJ FOOD CORPORATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,700.0,700.0,2293,,PHP,
1,Reference No,2299,7 ELEVEN FOOD STORE,350.0,372592.0,2024-05-31,2299,7 ELEVEN FOOD STORE,350.0,,503161,,2024-05-31,7 ELEVEN FOOD STORE,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,,,,,,,350.0,350.0,2299,,PHP,
1,Reference No,1967,LN'S WATER WRS,2500.0,373669.0,2024-05-07,1967,LGU-PAMPLONA,99750.0,147567,648748,,2024-05-28,LGU-PAMPLONA,,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,132,,,147567.0,,,27900.0,99750.0,1967,,PHP,
1,Reference No,1696,MT. SAMAT MEDICAL CENTER INC,1500.0,373591.0,2024-05-13,1696,MOM & POPS WATER REFILLING STATION,3500.0,165034,648842,,2024-05-07,MOM & POPS WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00461,,,165034.0,,,3500.0,3500.0,1696,,PHP,
1,Reference No,1695,OMON ST. MICHAEL HOSPITAL INC,4000.0,370240.0,2024-05-13,1695,PAPA'S BHOY WATER REFILLING STATION,600.0,165033,648847,,2024-05-07,PAPA'S BHOY WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00460,,,165033.0,,,600.0,600.0,1695,,PHP,
1,Reference No,1981,MANILA MED MEDICAL CENTER MANILA,3000.0,366053.0,2024-05-30,1981,LIFEPLUS KIDNEY CENTER INC.,1800.0,165041,648851,,2024-05-28,LIFEPLUS KIDNEY CENTER INC.,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00468,,,165041.0,,,1800.0,1800.0,1981,,PHP,
1,Reference No,1694,JOSE C. DAYUMO JR. MEMORIAL HOSPITAL DIALYSIS CENTER,1500.0,370239.0,2024-05-13,1694,ASWSL WATER REFILLING STATION (AQUASOFT),600.0,165351,648868,,2024-05-07,ASWSL WATER REFILLING STATION (AQUASOFT),Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00459,,,165351.0,,,600.0,600.0,1694,,PHP,
1,Reference No,1693,ALFAMETRO MARKETING INC,171206.0,,2024-05-02,1693,LORENTE WATER REFILLING STATION,600.0,165352,648869,,2024-05-07,LORENTE WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00458,,,165352.0,,,600.0,600.0,1693,,PHP,
1,Reference No,1698,BATAAN KIDNEY AND DIALYSIS CENTER,1470.0,368073.0,2024-05-13,1698,JDP WATER REFILLING STATION,4100.0,165035,648870,,2024-05-07,JDP WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00462,,,165035.0,,,4100.0,4100.0,1698,,PHP,
1,Reference No,1699,ORANI KIDNEY AND DIALYSIS CENTER,1470.0,368074.0,2024-05-13,1699,PURE DROP WATER REFILLING STATION,4100.0,165036,648871,,2024-05-07,PURE DROP WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00463,,,165036.0,,,4100.0,4100.0,1699,,PHP,
1,Reference No,1751,HANSBURY INC,700.0,370951.0,2024-05-13,1751,AQUALIM WATER REFILLING STATION,600.0,165102,649373,,2024-05-13,AQUALIM WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00529,,,165102.0,,,600.0,600.0,1751,,PHP,
1,Reference No,1752,MASIL HEALTHY FOOD CORP,700.0,370993.0,2024-05-15,1752,HYDRASPLASH WATER REFILLING STATION,600.0,165103,649376,,2024-05-13,HYDRASPLASH WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00530,,,165103.0,,,600.0,600.0,1752,,PHP,
1,Reference No,1753,CIBO,700.0,370970.0,2024-05-15,1753,FRANNES WATER REFILLING STATION,600.0,165104,649378,,2024-05-13,FRANNES WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00531,,,165104.0,,,600.0,600.0,1753,,PHP,
1,Reference No,1754,CINNABON,700.0,370976.0,2024-05-15,1754,NJSC WATER REFILLING STATION,600.0,165105,649381,,2024-05-13,NJSC WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00532,,,165105.0,,,600.0,600.0,1754,,PHP,
1,Reference No,1755,GOLDILOCKS,700.0,371028.0,2024-05-15,1755,SCQ WATER REFILLING STATION,600.0,165106,649385,,2024-05-13,SCQ WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00533,,,165106.0,,,600.0,600.0,1755,,PHP,
1,Reference No,1756,HAIRMAGIC SALONS INC,750.0,373834.0,2024-05-17,1756,VSF WATER CYCLE WATER REFILLING STATION,600.0,165107,649390,,2024-05-13,VSF WATER CYCLE WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00534,,,165107.0,,,600.0,600.0,1756,,PHP,
1,Reference No,1757,EXPRESS SINCERITY RESTAURANT,350.0,371055.0,2024-05-17,1757,ROLLY DOS II,700.0,165108,649457,,2024-05-13,ROLLY DOS II,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00535,,,165108.0,,,700.0,700.0,1757,,PHP,
1,Reference No,1758,SHAKEY'S,700.0,371013.0,2024-05-17,1758,AQUAMIST PURIFIED WATER REFILLING STATION,600.0,165109,649459,,2024-05-13,AQUAMIST PURIFIED WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00536,,,165109.0,,,600.0,600.0,1758,,PHP,
1,Reference No,1794,SUMOSAM,700.0,372637.0,2024-05-21,1794,K BAYAN WRS,3850.0,564435,649485,,2024-05-14,K BAYAN WRS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,0021,,,564435.0,,,3850.0,3850.0,1794,,PHP,
1,Reference No,1764,KIMONO KEN,700.0,372622.0,2024-05-21,1764,NIKNOK FARM,3500.0,165115,649497,,2024-05-14,NIKNOK FARM,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Naga,00542,,,165115.0,,,3500.0,3500.0,1764,,PHP,
