MATCH_LEVEL,MATCH_TYPE,CRB_NO,CRB_CLIENT_NAME,CRB_TOTAL_AMOUNT,CRB_SI_NO,CRB_DATE,SAASANT_REFERENCE_NO,SAASANT_CUSTOMER,SAASANT_TOTAL,SAASANT_QB_INVOICE_ID,SAASANT_QbId,SAASANT_Ref No (Payment No),SAASANT_Payment Date,SAASANT_Customer,SAASANT_Payment method,SAASANT_Deposit To Account Name,SAASANT_Invoice No,SAASANT_Journal No,SAASANT_QB Journal Id,SAASANT_QB Invoice Id,SAASANT_QB Credit Memo Id,SAASANT_Credit Memo No,SAASANT_Amount,SAASANT_Total,SAASANT_Reference No,SAASANT_Memo,SAASANT_Currency Code,SAASANT_Exchange Rate
1,Reference No,4505,SPRING JOY,450.0,369480.0,2024-05-21,4505,SPRING JOY,450.0,317443,416140,,2024-05-21,SPRING JOY,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369480,,,317443.0,,,450.0,450.0,4505,,PHP,
1,Reference No,4504,RPUCHELA GUYABANO,450.0,369482.0,2024-05-21,4504,RPUCHELA GUYABANO,450.0,300786,416138,,2024-05-21,RPUCHELA GUYABANO,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369482,,,300786.0,,,450.0,450.0,4504,,PHP,
1,Reference No,4503,RPUCHELA BRANCH 1,450.0,369479.0,2024-05-21,4503,RPUCHELA BRANCH 1,450.0,317442,416136,,2024-05-21,RPUCHELA BRANCH 1,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369479,,,317442.0,,,450.0,450.0,4503,,PHP,
1,Reference No,4502,HYDROPLUS WATER,400.0,369478.0,2024-05-21,4502,HYDROPLUS WATER,400.0,317441,416134,,2024-05-21,HYDROPLUS WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369478,,,317441.0,,,400.0,400.0,4502,,PHP,
1,Reference No,4508,AQUA LUCIDA,450.0,369484.0,2024-05-21,4508,AQUA LUCIDA,450.0,317446,416146,,2024-05-21,AQUA LUCIDA,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369484,,,317446.0,,,450.0,450.0,4508,,PHP,
1,Reference No,4507,BIOHEALTH,450.0,369483.0,2024-05-21,4507,BIOHEALTH,450.0,317445,416144,,2024-05-21,BIOHEALTH,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369483,,,317445.0,,,450.0,450.0,4507,,PHP,
1,Reference No,4506,LA AQUA SALUD,400.0,369481.0,2024-05-21,4506,LA AQUA SALUD,400.0,317444,416142,,2024-05-21,LA AQUA SALUD,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369481,,,317444.0,,,400.0,400.0,4506,,PHP,
1,Reference No,4511,SILVER FRESH,400.0,369487.0,2024-05-21,4511,SILVER FRESH,400.0,317449,416149,,2024-05-21,SILVER FRESH,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369487,,,317449.0,,,400.0,400.0,4511,,PHP,
1,Reference No,4510,THIRDY RMC,450.0,369486.0,2024-05-21,4510,THIRDY RMC,450.0,317448,416148,,2024-05-21,THIRDY RMC,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369486,,,317448.0,,,450.0,450.0,4510,,PHP,
1,Reference No,4509,ARTHA WATER,400.0,369485.0,2024-05-21,4509,ARTHA WATER,400.0,317447,416147,,2024-05-21,ARTHA WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369485,,,317447.0,,,400.0,400.0,4509,,PHP,
1,Reference No,4515,VITALITY,450.0,369491.0,2024-05-21,4515,VITALITY,450.0,317453,416157,,2024-05-21,VITALITY,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369491,,,317453.0,,,450.0,450.0,4515,,PHP,
1,Reference No,4514,COX WATER,500.0,369490.0,2024-05-21,4514,COX WATER,500.0,317452,416155,,2024-05-21,COX WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369490,,,317452.0,,,500.0,500.0,4514,,PHP,
1,Reference No,4513,CLARINGO,450.0,369489.0,2024-05-21,4513,CLARINGO,450.0,317451,416153,,2024-05-21,CLARINGO,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369489,,,317451.0,,,450.0,450.0,4513,,PHP,
1,Reference No,4512,SUMMER BREEZE,400.0,369488.0,2024-05-21,4512,SUMMER BREEZE,400.0,317450,416151,,2024-05-21,SUMMER BREEZE,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369488,,,317450.0,,,400.0,400.0,4512,,PHP,
1,Reference No,4519,AQUA SERVER,400.0,369494.0,2024-05-21,4519,AQUA SERVER,400.0,317454,416163,,2024-05-21,AQUA SERVER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369494,,,317454.0,,,400.0,400.0,4519,,PHP,
1,Reference No,4518,K88 FOODS SERVICE INC.,2000.0,369493.0,2024-05-21,4518,K88 FOODS SERVICE INC.,2000.0,300788,416161,,2024-05-21,K88 FOODS SERVICE INC.,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369493,,,300788.0,,,2000.0,2000.0,4518,,PHP,
1,Reference No,4516,DR. DONDI GRACE LAZARO DENTAL CLINIC,600.0,369492.0,2024-05-21,4516,DR. DONDI GRACE LAZARO DENTAL CLINIC,600.0,300787,416159,,2024-05-21,DR. DONDI GRACE LAZARO DENTAL CLINIC,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369492,,,300787.0,,,600.0,600.0,4516,,PHP,
1,Reference No,4520,LEVEL GREEN BRANCH 1,450.0,369495.0,2024-05-21,4520,LEVEL GREEN BRANCH 1,450.0,317455,416167,,2024-05-21,LEVEL GREEN BRANCH 1,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369495,,,317455.0,,,450.0,450.0,4520,,PHP,
1,Reference No,4525,CAFÉ DE ESA,600.0,369502.0,2024-05-21,4525,CAFÉ DE ESSA,600.0,300790,416172,,2024-05-21,CAFÉ DE ESSA,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369502,,,300790.0,,,600.0,600.0,4525,,PHP,
1,Reference No,4524,2BIGAN DE ESA,500.0,369501.0,2024-05-21,4524,2BIGAN DE ESA,500.0,317460,416171,,2024-05-21,2BIGAN DE ESA,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369501,,,317460.0,,,500.0,500.0,4524,,PHP,
1,Reference No,4523,JED & CAYLE,450.0,369500.0,2024-05-21,4523,JED & CAYLE,450.0,317459,416170,,2024-05-21,JED & CAYLE,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369500,,,317459.0,,,450.0,450.0,4523,,PHP,
1,Reference No,4522,ROR WATER,450.0,369497.0,2024-05-21,4522,ROR WATER,450.0,317457,416169,,2024-05-21,ROR WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369497,,,317457.0,,,450.0,450.0,4522,,PHP,
1,Reference No,4521,JOCAR WATER,400.0,369496.0,2024-05-21,4521,JOCAR WATER,400.0,317456,416168,,2024-05-21,JOCAR WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369496,,,317456.0,,,400.0,400.0,4521,,PHP,
1,Reference No,4529,AQUA PAG-ASA,400.0,369498.0,2024-05-21,4529,AQUA PAGASA,400.0,300789,416179,,2024-05-21,AQUA PAGASA,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369498,,,300789.0,,,400.0,400.0,4529,,PHP,
1,Reference No,4528,CJUANSON WATER,450.0,369505.0,2024-05-21,4528,CJUANSON WATER,450.0,317462,416177,,2024-05-21,CJUANSON WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369505,,,317462.0,,,450.0,450.0,4528,,PHP,
1,Reference No,4527,CLEARFAD,450.0,369504.0,2024-05-21,4527,CLEARFAD,450.0,317461,416175,,2024-05-21,CLEARFAD,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369504,,,317461.0,,,450.0,450.0,4527,,PHP,
1,Reference No,4526,WELLNESS CENTER BY SEVENT HEAVEN,600.0,369503.0,2024-05-21,4526,WELLNESS CENTER BY SEVENTH HAEVEN,600.0,300791,416173,,2024-05-21,WELLNESS CENTER BY SEVENTH HAEVEN,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369503,,,300791.0,,,600.0,600.0,4526,,PHP,
1,Reference No,4533,SKOOL LUPANG PARI,450.0,369603.0,2024-05-22,4533,SKOOL LUPANG PARI,450.0,317471,416190,,2024-05-22,SKOOL LUPANG PARI,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369603,,,317471.0,,,450.0,450.0,4533,,PHP,
1,Reference No,4532,JFR BLESSINGS,450.0,369601.0,2024-05-22,4532,JFR BLESSINGS,450.0,317470,416189,,2024-05-22,JFR BLESSINGS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369601,,,317470.0,,,450.0,450.0,4532,,PHP,
1,Reference No,4531,HRA WATER,450.0,369600.0,2024-05-22,4531,HRA WATER,450.0,317469,416188,,2024-05-22,HRA WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369600,,,317469.0,,,450.0,450.0,4531,,PHP,
1,Reference No,4530,AQUAFIL/PENUEL/MAYBUNGA,400.0,369506.0,2024-05-21,4530,AQUAFIL/ PENUEL/MAYBUNGA,400.0,300792,416187,,2024-05-21,AQUAFIL/ PENUEL/MAYBUNGA,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369506,,,300792.0,,,400.0,400.0,4530,,PHP,
1,Reference No,4538,JAIME C.TAN CHICKEN STATION,600.0,369611.0,2024-05-22,4538,JAIME C TAN CHICKEN STATION,600.0,300878,416195,,2024-05-22,JAIME C TAN CHICKEN STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369611,,,300878.0,,,450.0,600.0,4538,,PHP,
1,Reference No,4537,AQUAMART,450.0,369607.0,2024-05-22,4537,AQUAMART,450.0,317474,416194,,2024-05-22,AQUAMART,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369607,,,317474.0,,,450.0,450.0,4537,,PHP,
1,Reference No,4536,2BIGNA10,400.0,369606.0,2024-05-22,4536,2BIGNA10,400.0,316659,416193,,2024-05-22,2BIGNA10,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369606,,,316659.0,,,400.0,400.0,4536,,PHP,
1,Reference No,4535,KJY PURESAFE,450.0,369605.0,2024-05-22,4535,KJY PURESAFE,450.0,317473,416192,,2024-05-22,KJY PURESAFE,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369605,,,317473.0,,,450.0,450.0,4535,,PHP,
1,Reference No,4534,EXCEL WATER,450.0,369604.0,2024-05-22,4534,EXCEL WATER,450.0,317472,416191,,2024-05-22,EXCEL WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369604,,,317472.0,,,450.0,450.0,4534,,PHP,
1,Reference No,4539,AQUA 2000 MALINAO,400.0,369608.0,2024-05-22,4539,AQUA 2000 MALINAO,400.0,317475,416196,,2024-05-22,AQUA 2000 MALINAO,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369608,,,317475.0,,,400.0,400.0,4539,,PHP,
1,Reference No,4541,PRIME SHOTS INC,1500.0,369610.0,2024-05-22,4541,PRIME SHOTS INC,1500.0,317477,416208,,2024-05-22,PRIME SHOTS INC,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369610,,,317477.0,,,1350.0,1500.0,4541,,PHP,
1,Reference No,4540,JOSEPHS WELL,400.0,369609.0,2024-05-22,4540,JOSEPHS WELL,400.0,317476,416207,,2024-05-22,JOSEPHS WELL,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369609,,,317476.0,,,400.0,400.0,4540,,PHP,
1,Reference No,4544,THN WATER,400.0,369614.0,2024-05-22,4544,THN WATER,400.0,317480,416211,,2024-05-22,THN WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369614,,,317480.0,,,400.0,400.0,4544,,PHP,
1,Reference No,4543,ANGELS SPRING,450.0,369613.0,2024-05-22,4543,ANGELS SPRING,450.0,317479,416210,,2024-05-22,ANGELS SPRING,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369613,,,317479.0,,,450.0,450.0,4543,,PHP,
1,Reference No,4542,AQUASAFE KAPASIGAN,450.0,369612.0,2024-05-22,4542,AQUASAFE KAPASIGAN,450.0,317478,416209,,2024-05-22,AQUASAFE KAPASIGAN,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369612,,,317478.0,,,450.0,450.0,4542,,PHP,
1,Reference No,4549,SHEPERDS WELL,450.0,369619.0,2024-05-22,4549,SHEPERDS WELL,450.0,317483,416216,,2024-05-22,SHEPERDS WELL,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369619,,,317483.0,,,450.0,450.0,4549,,PHP,
1,Reference No,4548,AGAD WATER,400.0,369618.0,2024-05-22,4548,4GAD WATER,400.0,300880,416215,,2024-05-22,4GAD WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369618,,,300880.0,,,400.0,400.0,4548,,PHP,
1,Reference No,4547,RED WING,400.0,369617.0,2024-05-22,4547,RED WING,400.0,317482,416214,,2024-05-22,RED WING,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369617,,,317482.0,,,400.0,400.0,4547,,PHP,
1,Reference No,4546,TRAN OASIS,400.0,369616.0,2024-05-22,4546,TRAN OASIS,400.0,317481,416213,,2024-05-22,TRAN OASIS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369616,,,317481.0,,,400.0,400.0,4546,,PHP,
1,Reference No,4545,SILVER ION,400.0,369615.0,2024-05-22,4545,SILVER ION ALKALINE,400.0,300879,416212,,2024-05-22,SILVER ION ALKALINE,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369615,,,300879.0,,,400.0,400.0,4545,,PHP,
1,Reference No,4550,TWO AM,450.0,369620.0,2024-05-22,4550,TWO AM,450.0,317484,416227,,2024-05-22,TWO AM,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369620,,,317484.0,,,450.0,450.0,4550,,PHP,
1,Reference No,4555,AQUARIAN DROPS,450.0,369627.0,2024-05-22,4555,AQUARIAN DROPS,450.0,317489,416232,,2024-05-22,AQUARIAN DROPS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369627,,,317489.0,,,450.0,450.0,4555,,PHP,
1,Reference No,4554,NICOYS ANGELA,450.0,369626.0,2024-05-22,4554,NICOYS ANGELA,450.0,317488,416231,,2024-05-22,NICOYS ANGELA,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369626,,,317488.0,,,450.0,450.0,4554,,PHP,
1,Reference No,4553,EDTHEL,450.0,369625.0,2024-05-22,4553,EDTHEL,450.0,317487,416230,,2024-05-22,EDTHEL,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369625,,,317487.0,,,450.0,450.0,4553,,PHP,
1,Reference No,4552,RIPPLE,450.0,369624.0,2024-05-22,4552,RIPPLE MINERAL,450.0,300882,416229,,2024-05-22,RIPPLE MINERAL,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369624,,,300882.0,,,450.0,450.0,4552,,PHP,
1,Reference No,4551,HEALTHY WATER KALAWAAN,400.0,369621.0,2024-05-22,4551,HEALTHY WATER KALAWAAN,400.0,317485,416228,,2024-05-22,HEALTHY WATER KALAWAAN,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369621,,,317485.0,,,400.0,400.0,4551,,PHP,
1,Reference No,4559,SILVER COOL,450.0,369629.0,2024-05-22,4559,SILVER COOL,450.0,317490,416236,,2024-05-22,SILVER COOL,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369629,,,317490.0,,,450.0,450.0,4559,,PHP,
1,Reference No,4558,HONGKONG STYLE NOODLES LUCKYGOLD (BRL FOOD SERVICE MANAGEMENT INC),500.0,369640.0,2024-05-22,4558,HONGKONG STYLE NOODLES LUCKYGOLD,500.0,300888,416235,,2024-05-22,HONGKONG STYLE NOODLES LUCKYGOLD,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369640,,,300888.0,,,450.0,500.0,4558,,PHP,
1,Reference No,4557,GOTO TOPPS PUREGOLD (BRL FOOD SERVICE MANAGEMENT INC),500.0,369623.0,2024-05-22,4557,GOTO TOPPS PUREGOLD,500.0,300881,416234,,2024-05-22,GOTO TOPPS PUREGOLD,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369623,,,300881.0,,,450.0,500.0,4557,,PHP,
1,Reference No,4556,BRL FOODS SERVICE MANAGEMENT INC,500.0,369628.0,2024-05-22,4556,BRL FOODS SERVICE MANAGEMENT INC,500.0,300883,416233,,2024-05-22,BRL FOODS SERVICE MANAGEMENT INC,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369628,,,300883.0,,,450.0,500.0,4556,,PHP,
1,Reference No,4560,SHALZ WATER,400.0,369630.0,2024-05-22,4560,SHALZ WATER,400.0,317491,416247,,2024-05-22,SHALZ WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369630,,,317491.0,,,400.0,400.0,4560,,PHP,
1,Reference No,4564,R' OUR HEALTH,450.0,369634.0,2024-05-22,4564,R' OUR HEALTH,450.0,317495,416251,,2024-05-22,R' OUR HEALTH,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369634,,,317495.0,,,450.0,450.0,4564,,PHP,
1,Reference No,4563,HYDRAPURE,450.0,369633.0,2024-05-22,4563,HYDRAPURE,450.0,317494,416250,,2024-05-22,HYDRAPURE,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369633,,,317494.0,,,450.0,450.0,4563,,PHP,
1,Reference No,4562,P. PLUS,450.0,369632.0,2024-05-22,4562,P. PLUS,450.0,317493,416249,,2024-05-22,P. PLUS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369632,,,317493.0,,,450.0,450.0,4562,,PHP,
1,Reference No,4561,VIRGO,450.0,369631.0,2024-05-22,4561,VIRGO,450.0,317492,416248,,2024-05-22,VIRGO,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369631,,,317492.0,,,450.0,450.0,4561,,PHP,
1,Reference No,4568,AMBER GOLDEN CUP REST.,500.0,369638.0,2024-05-22,4568,AMBER GOLDEN CUP REST MANILA,500.0,300886,416255,,2024-05-22,AMBER GOLDEN CUP REST MANILA,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369638,,,300886.0,,,450.0,500.0,4568,,PHP,
1,Reference No,4567,YUSUS FOODS INC,1500.0,369637.0,2024-05-22,4567,YUSUS FOODS INC,1500.0,300885,416254,,2024-05-22,YUSUS FOODS INC,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369637,,,300885.0,,,1350.0,1500.0,4567,,PHP,
1,Reference No,4566,ABLE ALKALINE WATER,400.0,369636.0,2024-05-22,4566,ABLE ALKALINE ALKALINE,400.0,300884,416253,,2024-05-22,ABLE ALKALINE ALKALINE,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369636,,,300884.0,,,400.0,400.0,4566,,PHP,
1,Reference No,4565,73 EAST,450.0,369635.0,2024-05-22,4565,73 EAST,450.0,317496,416252,,2024-05-22,73 EAST,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369635,,,317496.0,,,450.0,450.0,4565,,PHP,
1,Reference No,4569,AQUA 2000 - UGONG,450.0,369639.0,2024-05-22,4569,AQUA 2000 UGONG,450.0,300887,416256,,2024-05-22,AQUA 2000 UGONG,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369639,,,300887.0,,,450.0,450.0,4569,,PHP,
1,Reference No,4574,YEAR LUCK FOOD & INDUSTRIAL INC,500.0,369645.0,2024-05-25,4574,YEAR LUCK MANILA MEGA A MXING ROOM,500.0,300890,416271,,2024-05-25,YEAR LUCK MANILA MEGA A MXING ROOM,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369645,,,300890.0,,,500.0,500.0,4574,,PHP,
1,Reference No,4573,MB WATER,450.0,369644.0,2024-05-25,4573,MB WATER,450.0,317499,416270,,2024-05-25,MB WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369644,,,317499.0,,,450.0,450.0,4573,,PHP,
1,Reference No,4572,GREENWOODS MACH 2,450.0,369643.0,2024-05-25,4572,GREENWOODS MACH 2,450.0,300889,416269,,2024-05-25,GREENWOODS MACH 2,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369643,,,300889.0,,,450.0,450.0,4572,,PHP,
1,Reference No,4571,GREENWOODS WATER,450.0,369642.0,2024-05-25,4571,GREENWOODS WATER,450.0,317498,416268,,2024-05-25,GREENWOODS WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369642,,,317498.0,,,450.0,450.0,4571,,PHP,
1,Reference No,4570,DE VILLA WATER,400.0,369641.0,2024-05-25,4570,DE VILLA WATER,400.0,317497,416267,,2024-05-25,DE VILLA WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369641,,,317497.0,,,400.0,400.0,4570,,PHP,
1,Reference No,4579,AQUA SPIRIT,450.0,369650.0,2024-05-25,4579,AQUA SPIRIT,450.0,317502,416276,,2024-05-25,AQUA SPIRIT,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369650,,,317502.0,,,450.0,450.0,4579,,PHP,
1,Reference No,4578,WATER TERRACES PASIG,450.0,369649.0,2024-05-25,4578,WATER TERRACES PASIG,450.0,317501,416275,,2024-05-25,WATER TERRACES PASIG,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369649,,,317501.0,,,450.0,450.0,4578,,PHP,
1,Reference No,4577,SEQUANA WATER,500.0,369648.0,2024-05-25,4577,SEQUANA,500.0,300892,416274,,2024-05-25,SEQUANA,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369648,,,300892.0,,,500.0,500.0,4577,,PHP,
1,Reference No,4576,JLM WATER,450.0,369647.0,2024-05-25,4576,JLM WATER,450.0,317500,416273,,2024-05-25,JLM WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369647,,,317500.0,,,450.0,450.0,4576,,PHP,
1,Reference No,4575,BLEUVILLE WATER,450.0,369646.0,2024-05-25,4575,BLEAUVILLE,450.0,300891,416272,,2024-05-25,BLEAUVILLE,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369646,,,300891.0,,,450.0,450.0,4575,,PHP,
1,Reference No,4580,AQUATIQUE SPRING,800.0,369651.0,2024-05-25,4580,AQUATIQUE SPRING,800.0,300893,416281,,2024-05-25,AQUATIQUE SPRING,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369651,,,300893.0,,,800.0,800.0,4580,,PHP,
1,Reference No,4584,VALDESCO 2000,450.0,369655.0,2024-05-25,4584,VALDESCO 2000,450.0,317506,416289,,2024-05-25,VALDESCO 2000,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369655,,,317506.0,,,450.0,450.0,4584,,PHP,
1,Reference No,4583,AQUA CRISRRAINE,450.0,369654.0,2024-05-25,4583,AQUA CRISRRAINE,450.0,317505,416287,,2024-05-25,AQUA CRISRRAINE,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369654,,,317505.0,,,450.0,450.0,4583,,PHP,
1,Reference No,4582,MILKY WAY,450.0,369653.0,2024-05-25,4582,MILKY WAY,450.0,317504,416285,,2024-05-25,MILKY WAY,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369653,,,317504.0,,,450.0,450.0,4582,,PHP,
1,Reference No,4581,AQUA SHAILET,450.0,369652.0,2024-05-25,4581,AQUA SHAILET,450.0,317503,416283,,2024-05-25,AQUA SHAILET,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369652,,,317503.0,,,450.0,450.0,4581,,PHP,
1,Reference No,4589,KERJEP WATER,450.0,369660.0,2024-05-25,4589,KERJEP WATER,450.0,317509,416296,,2024-05-25,KERJEP WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369660,,,317509.0,,,450.0,450.0,4589,,PHP,
1,Reference No,4588,SABATER HOSPITAL,500.0,369659.0,2024-05-25,4588,SABATER HOSPITAL,500.0,300895,416295,,2024-05-25,SABATER HOSPITAL,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369659,,,300895.0,,,500.0,500.0,4588,,PHP,
1,Reference No,4587,JOCAR WATER,400.0,369658.0,2024-05-25,4587,JOCAR (URBANO),400.0,300894,416294,,2024-05-25,JOCAR (URBANO),Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369658,,,300894.0,,,400.0,400.0,4587,,PHP,
1,Reference No,4586,LIVING WATER - PINAGBUHATAN,450.0,369657.0,2024-05-25,4586,LIVING WATER - PINAGBUHATAN,450.0,317508,416293,,2024-05-25,LIVING WATER - PINAGBUHATAN,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369657,,,317508.0,,,450.0,450.0,4586,,PHP,
1,Reference No,4585,AQUA CKS,400.0,369656.0,2024-05-25,4585,AQUA CKS,400.0,317507,416291,,2024-05-25,AQUA CKS,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369656,,,317507.0,,,400.0,400.0,4585,,PHP,
1,Reference No,4592,CRUZETTE WATER,450.0,369663.0,2024-05-25,4592,CRUZETTE WATER,450.0,317512,416303,,2024-05-25,CRUZETTE WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369663,,,317512.0,,,450.0,450.0,4592,,PHP,
1,Reference No,4591,ONE SOURCE,450.0,369662.0,2024-05-25,4591,ONE SOURCE,450.0,317511,416301,,2024-05-25,ONE SOURCE,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369662,,,317511.0,,,450.0,450.0,4591,,PHP,
1,Reference No,4590,AQ LIQUE WATER,450.0,369661.0,2024-05-25,4590,AQ LIQUE WATER,450.0,317510,416299,,2024-05-25,AQ LIQUE WATER,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,369661,,,317510.0,,,450.0,450.0,4590,,PHP,
1,Reference No,4679,PUREFACT WRS,500.0,366373.0,2024-05-24,4679,MOJICA WATER REFILLING STATION,500.0,152758,416313,,2024-05-24,MOJICA WATER REFILLING STATION,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,366373,,,152758.0,,,500.0,500.0,4679,,PHP,
1,Reference No,4677,PURE FLOW WS,450.0,366379.0,2024-05-24,4677,DAIPRINCE WATER STATION (534),450.0,152764,416311,,2024-05-24,Daiprince Water Station (534),Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,366379,,,152764.0,,,450.0,450.0,4677,,PHP,
1,Reference No,4665,PALMDALE HEIGHTS CONDOMINIUM CORP.,500.0,370440.0,2024-05-24,4665,PALMDALE HEIGHTS CONDOMINIUM CORP.,500.0,317030,416309,,2024-05-24,PALMDALE HEIGHTS CONDOMINIUM CORP.,Cash,Cash and cash equivalents:Cash on Hand:Cash on Hand - Main,370440,,,317030.0,,,500.0,500.0,4665,,PHP,
