DATE,NO,SI_NO,CLIENT_NAME,TOTAL_AMOUNT
2024-05-02,1177.0,372338.0,FROST BROS ICE CO INC,1200.0
2024-05-02,1178.0,370912.0,18 FOLDS PH CORP,550.0
2024-05-02,1179.0,370915.0,MAX'S KITCHEN INC,350.0
2024-05-02,1180.0,372174.0,YOSHINOYA,350.0
2024-05-02,730189.0,371565.0,GAB-BRIELLA'S WRS,450.0
2024-05-02,730190.0,371566.0,JB & JK WRS,450.0
2024-05-02,730191.0,371567.0,KIRKINS BESTAQUA WRS,450.0
2024-05-02,730192.0,371568.0,MALIWAY WRS,450.0
2024-05-02,730193.0,371569.0,PEEK WRS,450.0
2024-05-02,730194.0,371570.0,PURRE WRS,450.0
2024-05-02,730195.0,371571.0,SURE PURE WRS,450.0
2024-05-02,730196.0,371572.0,AKWA VEEDA WRS,450.0
2024-05-02,730197.0,371573.0,BLUE SPRING WRS,450.0
2024-05-02,730198.0,371574.0,FONTANNE CLAIRE ATM FAUCET FINISHED PRODUCT,2700.0
2024-05-02,730199.0,371575.0,BEEROCK 3 IN 1 WRS,450.0
2024-05-02,730200.0,371576.0,WATERLILAY,450.0
2024-05-02,1503.0,372370.0,ABSOCLEAR,2550.0
2024-05-02,1504.0,372364.0,ROBINSON SUPERMARKET CORPORATION,550.0
2024-05-02,1505.0,372358.0,MILLENIAL WRS,2550.0
2024-05-02,1506.0,372365.0,ZHAIMES WRS,550.0
2024-05-02,1507.0,372360.0,NIXON LIONN 15 WRS,2550.0
2024-05-02,1508.0,372352.0,JJA FILTRATION & RS,2550.0
2024-05-02,1509.0,372345.0,ROYAL SPRING RS,550.0
2024-05-02,1510.0,372349.0,WATER WHIZ WR,2550.0
2024-05-02,1511.0,372369.0,PARTNER'S WRS,2550.0
2024-05-02,1512.0,372371.0,3G AQUA FLESH WRS,550.0
2024-05-02,1513.0,373357.0,JJMM RESORT,2550.0
2024-05-02,1514.0,372357.0,GEO PURE WRS,2550.0
2024-05-02,1515.0,372344.0,RIC WELL PDW,2550.0
2024-05-02,1516.0,372356.0,DRIPZ DRINKING WATER,2550.0
2024-05-02,1517.0,372366.0,AKMM WRS,2550.0
2024-05-02,1518.0,372362.0,WATER SOURCE FOR HAVEN,550.0
2024-05-02,1519.0,372373.0,HAVEN HOTEL,550.0
2024-05-02,1520.0,373372.0,HAVEN HOTEL,550.0
2024-05-02,1521.0,372355.0,PASIGUEÑO WRS,550.0
2024-05-02,1522.0,372368.0,ANULING ILAYA NEW WATER SYSTEM,1100.0
2024-05-02,1523.0,372363.0,QUATTRO BAMBINA WRS,2550.0
2024-05-02,1524.0,372351.0,AQUA ANULING WRS,550.0
2024-05-02,1525.0,372354.0,WELL OF LIFE PWS,2550.0
2024-05-02,1526.0,272354.0,UNICA BIDA PWRS,2550.0
2024-05-02,1527.0,372347.0,PALOCPOC WATERWORKS ASSN.,2200.0
2024-05-02,1528.0,372350.0,AQUA SERV,550.0
2024-05-02,1529.0,372361.0,LIELEX WRS,2550.0
2024-05-02,1530.0,372348.0,LELIES WATER SUPPLY,2550.0
2024-05-02,1531.0,372376.0,NANAY DORIES,550.0
2024-05-02,1532.0,372375.0,LESLIES RIDGE,550.0
2024-05-02,1533.0,372374.0,LESLIES RESTAURANT,550.0
2024-05-02,1534.0,373380.0,LE ANTONIO'S FARM,500.0
2024-05-02,1535.0,373379.0,RAMOS RESIDENCE PRIVATE RESORT,500.0
2024-05-02,1536.0,373376.0,SONYAS GARDEN,1500.0
2024-05-02,1537.0,373377.0,ZEN ZEN,500.0
2024-05-02,1538.0,373378.0,QUEEN ENGLISH GARDEN,500.0
2024-05-02,1539.0,373375.0,ADEL'S PRODUCT,500.0
2024-05-02,1540.0,373381.0,RESTO KELUAGA,500.0
2024-05-02,724849.0,371577.0,BENDITA WRS,450.0
2024-05-02,724850.0,371579.0,ISLA AGUA WRS,450.0
2024-05-02,726947.0,371580.0,HYDRO ACTIVE WRS,450.0
2024-05-02,726948.0,371581.0,AGOS WRS SPRING,2950.0
2024-05-02,726949.0,371582.0,STREAM WRS,2950.0
2024-05-02,730477.0,371160.0,VILLAGES WATER SUPPLY SYSTEM INC,600.0
2024-05-02,730478.0,371161.0,VILLAGES WATER SUPPLY SYSTEM INC,600.0
2024-05-02,730479.0,371162.0,VILLAGES WATER SUPPLY SYSTEM INC,600.0
2024-05-02,730480.0,371163.0,VILLAGES WATER SUPPLY SYSTEM INC,600.0
2024-05-02,730481.0,371160.0,VILLAGES WATER SUPPLY SYSTEM INC,600.0
2024-05-02,730482.0,371158.0,BGS ICE PLANT,600.0
2024-05-02,730483.0,371192.0,VILLAGES WATER SUPPLY SYSTEM INC,600.0
2024-05-02,730484.0,,VILLAGES WATER SUPPLY SYSTEM INC,120.0
2024-05-02,730485.0,371193.0,VILLAGES WATER SUPPLY SYSTEM INC,600.0
2024-05-02,730486.0,371194.0,VILLAGES WATER SUPPLY SYSTEM INC,600.0
2024-05-02,730487.0,371161.0,VILLAGES WATER SUPPLY SYSTEM INC,600.0
2024-05-02,730488.0,373733.0,MARTHINA'S CAFÉ BY COCO CORNE,500.0
2024-05-02,2651.0,371078.0,JOY,435.0
2024-05-02,2652.0,371096.0,WIAN,435.0
2024-05-02,2653.0,371157.0,SPLASHING,435.0
2024-05-02,2654.0,371077.0,MINATSU,435.0
2024-05-02,2655.0,373736.0,CHEL-VIN,435.0
2024-05-02,2656.0,371089.0,SPARKLEE,435.0
2024-05-02,2657.0,371080.0,SUNLIGHT SPRING,435.0
2024-05-02,2658.0,371079.0,ANGEL FRESH,435.0
2024-05-02,2659.0,371154.0,MADIE,435.0
2024-05-02,2660.0,371082.0,ZANA Q,435.0
2024-05-02,2661.0,373737.0,RAJ SPARKLING,435.0
2024-05-02,2662.0,371092.0,ALMARES,435.0
2024-05-02,2663.0,371095.0,GISELLE,435.0
2024-05-02,2664.0,371091.0,H5O AQUA TORCH,435.0
2024-05-02,2665.0,371094.0,WATER WONDER,435.0
2024-05-02,2666.0,373738.0,JADE,435.0
2024-05-02,2667.0,371083.0,RAYWORLD,435.0
2024-05-02,2668.0,373739.0,PURESOL,435.0
2024-05-02,2669.0,371098.0,AQUA JELOU,435.0
2024-05-02,2670.0,371099.0,7 MILES,435.0
2024-05-02,2671.0,371093.0,AQUA ROSE,435.0
2024-05-02,2672.0,371156.0,JP SQUARE,435.0
2024-05-02,2673.0,371151.0,ZEB,435.0
2024-05-02,2674.0,371085.0,TRIS WATER,435.0
2024-05-02,2675.0,371090.0,LIEN,435.0
2024-05-02,2676.0,371097.0,OVER PLOWING,435.0
2024-05-02,2677.0,371084.0,JOCHE,435.0
2024-05-02,2678.0,371100.0,LEHANDIL,435.0
2024-05-02,2679.0,371182.0,WATER PORT,435.0
2024-05-02,2680.0,371165.0,AGUA GEL,435.0
2024-05-02,2681.0,371174.0,WATER AIDE,435.0
2024-05-02,2682.0,371189.0,A & D,435.0
2024-05-02,2683.0,371166.0,RLM BUSTAMANTE,435.0
2024-05-02,2684.0,371176.0,CRYSTAL DICE,435.0
2024-05-02,2685.0,371180.0,SPRING DROPS,435.0
2024-05-02,2686.0,371185.0,BIO-J8,435.0
2024-05-02,730292.0,371535.0,AQUALITE PDW,450.0
2024-05-02,730293.0,371536.0,AQUA PURE WRS,450.0
2024-05-02,730294.0,371537.0,ALKA DROPS WRS,450.0
2024-05-02,730295.0,371538.0,AQUASAFE WATER STATION,450.0
2024-05-02,730296.0,371539.0,AQUA VIDA WRS,450.0
2024-05-02,730297.0,371540.0,AQUA DROPS WRS,450.0
2024-05-02,730298.0,371541.0,BENITEZ WRS,450.0
2024-05-02,730299.0,371542.0,COOL WATERS REFILLING STATION,450.0
2024-05-02,730300.0,371543.0,DRINK MATE WRS,450.0
2024-05-02,726980.0,371544.0,DEL CARMEN PURIFIED WRS,450.0
2024-05-02,726981.0,371545.0,KRYSTAL PURE WATER,450.0
2024-05-02,726982.0,371546.0,AQUACLEAR,450.0
2024-05-02,726983.0,371547.0,AQUA PLUS WRS,450.0
2024-05-02,726984.0,371548.0,ALLEN'S WRS,450.0
2024-05-02,726985.0,371549.0,BYM'S,450.0
2024-05-02,726986.0,371550.0,ISLANDCURE WRS MINERAL,450.0
2024-05-02,726987.0,371551.0,KEN'S WATER STATION,450.0
2024-05-02,726988.0,371552.0,G-ISLAND WATER STATION,450.0
2024-05-02,726989.0,371553.0,HYDRO PURIFIED WATER REFILLING,450.0
2024-05-02,726990.0,371554.0,LIQUIFY WRS,450.0
2024-05-02,726991.0,371555.0,WATERLOO,450.0
2024-05-02,726992.0,371556.0,WATER LILY WRS,450.0
2024-05-02,726993.0,371557.0,WINTER WATER RS,450.0
2024-05-02,726994.0,371558.0,WATER MARK WRS,450.0
2024-05-02,726995.0,371559.0,825TH COOL WATER,450.0
2024-05-02,726996.0,371560.0,AQUA GULF,450.0
2024-05-02,726997.0,371561.0,AQUA MAY WRS,450.0
2024-05-02,726998.0,371562.0,BLESSPRING REFILLING STATION II,450.0
2024-05-02,726999.0,371563.0,AQUA DAVE WRS I,450.0
2024-05-02,727000.0,371564.0,BRONCATE WRS,450.0
2024-05-02,726744.0,352840.0,ONE DIALYSIS CENTER,9500.0
2024-05-02,726745.0,361863.0,RIZAL DIALYSIS & WELLNESS CENTER,1800.0
2024-05-02,726746.0,365944.0,ANTIPOLO DOCTORS INC,1500.0
2024-05-02,726747.0,361847.0,ANTIPOLO DOCTORS INC,1500.0
2024-05-02,726749.0,372189.0,ST. JOSEPH COLLEGE,5600.0
2024-05-02,726750.0,367805.0,PERSAM PWS,700.0
2024-05-02,2801.0,371487.0,SAN ANDRES VOCATIONAL SCHOOL DEEPWELL,500.0
2024-05-02,2802.0,371488.0,M/V WRS DEEPWELL,450.0
2024-05-02,2803.0,371489.0,AQUA DHENSKY WRS,450.0
2024-05-02,2804.0,371491.0,CRYSTALLINE WRS,450.0
2024-05-02,2805.0,371492.0,RIVERSIDE WRS,450.0
2024-05-02,2806.0,371493.0,HIDDEN GARDEN SPRING ALKALINE,450.0
2024-05-02,2807.0,371494.0,ISLAND SPRING WRS,450.0
2024-05-02,2808.0,371495.0,AMARA PURIFIED WRS,450.0
2024-05-02,2809.0,371496.0,WATER NORTH POINT REFILLING STATION,450.0
2024-05-02,2810.0,371497.0,APPO WRS,450.0
2024-05-02,2811.0,371498.0,WELL CHOY'S,450.0
2024-05-02,2812.0,371499.0,BENTIX WRS,450.0
2024-05-02,2813.0,371500.0,BERNARDINO'S WRS,450.0
2024-05-02,2814.0,371501.0,SALDIVAR WRS,450.0
2024-05-02,2815.0,371502.0,BURADOB WRS,450.0
2024-05-02,2816.0,371503.0,DON'S WRS,450.0
2024-05-02,2817.0,371504.0,AQUACLEAR WRS,450.0
2024-05-02,2818.0,371505.0,CALATAGAN WRS,450.0
2024-05-02,2819.0,371506.0,AROA XAI DEEPWELL,450.0
2024-05-02,2820.0,371507.0,FRANZ PURIFIED WRS,450.0
2024-05-02,2821.0,371508.0,BIGAA WRS,450.0
2024-05-02,2822.0,371509.0,MGN AQUADROPS WRS,450.0
2024-05-02,2823.0,371510.0,A & T WRS,450.0
2024-05-02,2824.0,371511.0,WATER FLOW,450.0
2024-05-02,2825.0,371512.0,AQUA ACE REFILLING,450.0
2024-05-02,2826.0,371513.0,AQUA SAMANTHA WRS,450.0
2024-05-02,2827.0,371514.0,AQUA BLESSED REFILLING STATION,450.0
2024-05-02,2828.0,371515.0,LIVING WATER,450.0
2024-05-02,2829.0,371516.0,BRGY. OBO SAN MIGUEL LGU BRGY MAIN SOURCE,500.0
2024-05-02,2830.0,371517.0,AQUALIZA WRS,450.0
2024-05-02,2831.0,371518.0,AQUA RAMJ WRS,450.0
2024-05-02,2832.0,371519.0,ST. MICHAEL MOUNTAIN WATER,450.0
2024-05-02,2833.0,371520.0,MOONWALK WRS,450.0
2024-05-02,2834.0,371521.0,LIVING WATER,450.0
2024-05-02,2835.0,371522.0,EMICON HILLSIDE WRS MINERAL,450.0
2024-05-02,2836.0,371523.0,SURE PURE H2O REFILLING STATION,450.0
2024-05-02,2837.0,371524.0,LIQUIFY WRS,450.0
2024-05-02,2838.0,371525.0,MAMIMAMAVAH WRS,450.0
2024-05-02,2839.0,371526.0,PUREWELL WRS,450.0
2024-05-02,2840.0,371527.0,AQUAKING WRS,450.0
2024-05-02,2842.0,371528.0,WATER NORTH POINT REFILLING STATION,2250.0
2024-05-02,2843.0,371529.0,BARAS WATER DISTRICT LOCAL WATERWORKS,4000.0
2024-05-02,2844.0,371530.0,FRANCIA PURIFIED WATER,450.0
2024-05-02,2847.0,371531.0,FEU POWER WRS,450.0
2024-05-02,2848.0,371532.0,7 SPRINGS WRS,450.0
2024-05-02,2849.0,371533.0,AQUA FLORISSE WRS,450.0
2024-05-02,2850.0,371534.0,ALKA SPRING WRS,450.0
2024-05-02,2205.0,372181.0,NEPHROMED ASIA MED CARE GRP INC,1500.0
2024-05-02,2206.0,372182.0,WATER ESSENCE,250.0
2024-05-02,2207.0,369323.0,UNISYS MANAGED SERVICE CORP,2250.0
2024-05-02,40.0,369918.0,MARIYAN PWRS,3500.0
2024-05-02,41.0,371133.0,BORACAY FLOW,3500.0
2024-05-02,42.0,367445.0,AQUA 2000,700.0
2024-05-02,728177.0,371880.0,PORFIRIO G. COMIA MEMORIAL NATIONAL HIGHSCHOOL DEEPWELL,1800.0
2024-05-02,728178.0,371881.0,JUAN LUNA MEMORIAL ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728179.0,371882.0,PINAGSABANGAN 1 ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728180.0,371883.0,SAN CARLOS ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728181.0,371884.0,BAGONG BUHAY ELEMENTARY SCHOOL DEEPWELL,1200.0
2024-05-02,728182.0,371885.0,DON VICENTE DELGADO MEMORIAL ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728183.0,371886.0,MALINAO ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728184.0,371887.0,DOROTEO S. MENDOZA SR. MEMORIAL NAT'L HIGH SCHOOL,2400.0
2024-05-02,728185.0,371888.0,ADRIALUNA ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728186.0,371889.0,EUFRACIO CARMONA ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728187.0,371890.0,SAN PEDRO ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728188.0,371891.0,JOAQUIN HERNANDEZ ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728189.0,371892.0,MANUEL MARCOS SR. ELEMENTARY SCHOOL,600.0
2024-05-02,728190.0,371893.0,LAGUNA ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728191.0,371894.0,DAO ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728192.0,371895.0,SAN ISIDRO ELEMENTARY DEEPWELL,600.0
2024-05-02,728193.0,371896.0,SANTIAGO GARONG MEMORIAL SCHOOL DEEPWELL,600.0
2024-05-02,728194.0,371897.0,BASILIO AGUILON ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728195.0,369414.0,VILLAR GENERAL CONSTRUCTION AND SUPPLIES,6500.0
2024-05-02,728196.0,,EG HEALTHCARE INC.,4500.0
2024-05-02,728197.0,372153.0,AQUA JOHN,3500.0
2024-05-02,728198.0,372152.0,AQUA GRANDE WRS,3500.0
2024-05-02,728199.0,372151.0,BRGY. BANTAYAN  WATER SYSTEM,3500.0
2024-05-02,1851.0,361948.0,PINEHURST MEDICAL SERVICES INC,7500.0
2024-05-02,1852.0,274768.0,PINEHURST MEDICAL SERVICES INC,7500.0
2024-05-02,1853.0,357595.0,PINEHURST MEDICAL SERVICES INC,7350.0
2024-05-02,1854.0,366047.0,UNIVERSITY OF STO TOMAS HOSPITAL,3500.0
2024-05-02,1855.0,361953.0,CHUNG SY INSEPTUM INC,3000.0
2024-05-02,727914.0,372290.0,RAYA BAGO TUBE ICE,600.0
2024-05-02,727915.0,372284.0,BOTTOMS UP,550.0
2024-05-02,727916.0,372291.0,AQUAMART WATER REFILLING STATION,500.0
2024-05-02,727918.0,362354.0,AQUASAM,550.0
2024-05-02,727919.0,372287.0,AQUA NATHANIEL WATER STATION,550.0
2024-05-02,727920.0,372282.0,CRYSTAL JENN,550.0
2024-05-02,727921.0,372281.0,GOLDENRICH WATER STATION,350.0
2024-05-02,727922.0,372285.0,AQUA ACE,550.0
2024-05-02,727923.0,367423.0,AQUA LIFE,500.0
2024-05-02,727924.0,372292.0,ASHYLE WATER REFILLING STATION,550.0
2024-05-02,727925.0,372296.0,AQUAPOINTS WATER REFILLING STATION,500.0
2024-05-02,727926.0,372294.0,NATHAN'S WATER REFILLING STATION,500.0
2024-05-02,730732.0,369905.0,THE ALLEY BY VIKINGS CLOVERLEAF,500.0
2024-05-02,730733.0,,DR. MONTANO RAMOS GENERAL HOSPITAL,3500.0
2024-05-02,730734.0,368050.0,PHIL. ONWARDS REALTY CORP,2800.0
2024-05-02,730735.0,368035.0,KFC FOOD CORP,2800.0
2024-05-02,1452.0,372045.0,WENPHIL CORPORATION,1800.0
2024-05-02,1453.0,372066.0,CINNABON,1200.0
2024-05-02,1454.0,372058.0,EPICUREAN PARTNERS EXCHANGE INC,1800.0
2024-05-02,1455.0,372070.0,WOW BRAND HOLDING INC,600.0
2024-05-02,1456.0,370208.0,Z GLOBAL GOURMET FOOD CORPORATION,500.0
2024-05-02,1692.0,511.0,ALFAMETRO MARKETING INC,157927.0
2024-05-02,1693.0,,ALFAMETRO MARKETING INC,171206.0
2024-05-02,2025.0,372226.0,AQUA VENTURE,550.0
2024-05-02,2026.0,367493.0,RYYN'S PURIFIED,550.0
2024-05-02,2027.0,372227.0,LYDEN SPRING WRS,550.0
2024-05-02,2028.0,372225.0,AQUA BOBS WRS,550.0
2024-05-02,2029.0,367496.0,JANA'S SPRING,550.0
2024-05-02,2030.0,367501.0,JEDC AQUANETTE WRS,550.0
2024-05-02,2031.0,372206.0,PGSM TUBE ICE CORP,550.0
2024-05-02,728177.0,371880.0,PORFIRIO G. COMIA MEMORIAL NATIONAL HIGHSCHOOL DEEPWELL,1800.0
2024-05-02,728178.0,371881.0,JUAN LUNA MEMORIAL ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728179.0,371882.0,PINAGSABANGAN 1 ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728180.0,371883.0,SAN CARLOS ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728181.0,371884.0,BAGONG BUHAY ELEMENTARY SCHOOL DEEPWELL,1200.0
2024-05-02,728182.0,371885.0,DON VICENTE DELGADO MEMORIAL ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728183.0,371886.0,MALINAO ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728184.0,371887.0,DOROTEO S. MENDOZA SR. MEMORIAL NAT'L HIGH SCHOOL,2400.0
2024-05-02,728185.0,371888.0,ADRIALUNA ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728186.0,371889.0,EUFRACIO CARMONA ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728187.0,371890.0,SAN PEDRO ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728188.0,371891.0,JOAQUIN HERNANDEZ ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728189.0,371892.0,MANUEL MARCOS SR. ELEMENTARY SCHOOL,600.0
2024-05-02,728190.0,371893.0,LAGUNA ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728191.0,371894.0,DAO ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728192.0,371895.0,SAN ISIDRO ELEMENTARY DEEPWELL,600.0
2024-05-02,728193.0,371896.0,SANTIAGO GARONG MEMORIAL SCHOOL DEEPWELL,600.0
2024-05-02,728194.0,371897.0,BASILIO AGUILON ELEMENTARY SCHOOL DEEPWELL,600.0
2024-05-02,728197.0,372153.0,AQUA JOHN,3500.0
2024-05-02,728198.0,372152.0,AQUA GRANDE WRS,3500.0
2024-05-02,728199.0,372151.0,BRGY. BANTAYAN  WATER SYSTEM,3500.0
2024-05-03,730489.0,371413.0,AVITUS,1500.0
2024-05-03,730490.0,371412.0,SONTIA POBLACION DIALYSIS CENTER,1500.0
2024-05-03,730491.0,371411.0,ST. PIO MEDICAL CENTER,1800.0
2024-05-03,730492.0,371409.0,STA CECILIA MEDICAL CENTER DIALYSIS,1500.0
2024-05-03,730493.0,371410.0,ZAMBALES DIALYSIS,1500.0
2024-05-03,730494.0,371408.0,MMGHHSCPF,1500.0
2024-05-03,730495.0,371407.0,AVITUS,1500.0
2024-05-03,430.0,372821.0,WENDY'S HAMBURGER,550.0
2024-05-03,431.0,367769.0,MRSS WRS,550.0
2024-05-03,432.0,367767.0,COASTLINE,550.0
2024-05-03,2687.0,371401.0,VALENZUELA,435.0
2024-05-03,2688.0,371390.0,MIZU,435.0
2024-05-03,2689.0,371382.0,JESHA,435.0
2024-05-03,2690.0,371188.0,QUIARRAN,435.0
2024-05-03,2691.0,371397.0,LANUM BIAY,435.0
2024-05-03,2692.0,371384.0,AJF,435.0
2024-05-03,2693.0,371380.0,CLR,435.0
2024-05-03,2694.0,371383.0,STELLA GALE,435.0
2024-05-03,2695.0,371398.0,LANUM DE NORTE,435.0
2024-05-03,2696.0,371404.0,AQUACENA,435.0
2024-05-03,2697.0,371386.0,SOUTH STATION,435.0
2024-05-03,2698.0,371406.0,JMRJ,435.0
2024-05-03,2699.0,371381.0,R & J,435.0
2024-05-03,2700.0,371391.0,REVY,435.0
2024-05-03,1138.0,372096.0,JG SALO,600.0
2024-05-03,1139.0,372079.0,SAM'S EVERYTHING ON STICKS,600.0
2024-05-03,1140.0,372091.0,TIOSAN,600.0
2024-05-03,1141.0,372242.0,VIVA INTERNATIONAL FOOD AND RESTAURANT INC,700.0
2024-05-03,1901.0,366027.0,PARAÑAQUE DOCTORS HOSPITAL,1500.0
2024-05-03,786.0,369215.0,UNCLE JOHN'S ROCKWELL,650.0
2024-05-03,1403.0,372423.0,SAN FRANCISCO MANAGEMENT AND SERVICES CORPORATION,1350.0
2024-05-03,667.0,,NAZARENUS/GRAMAN,3000.0
2024-05-03,668.0,350648.0,PREMIER 101 HEALTHCARE MANAGEMENT INC,9000.0
2024-05-03,669.0,361893.0,PREMIER 101 HEALTHCARE MANAGEMENT INC,1500.0
2024-05-03,670.0,346957.0,PREMIER 101 HEALTHCARE MANAGEMENT INC,1500.0
2024-05-03,671.0,,PREMIER 101 HEALTHCARE MANAGEMENT INC,14500.0
2024-05-03,672.0,361884.0,VALENZUELA CITICARE MEDICAL CENTER,2000.0
2024-05-03,673.0,365980.0,VALENZUELA CITICARE MEDICAL CENTER,500.0
2024-05-03,674.0,343517.0,CITY GOVERNMENT OF NAVOTAS,1500.0
2024-05-03,675.0,,CITY GOVERNMENT OF NAVOTAS,10500.0
2024-05-03,676.0,,RENAL THERAPY SOLUTION INC,2940.0
2024-05-03,677.0,366001.0,BROCKTON CORPORATION,6860.0
2024-05-03,2208.0,372199.0,JL DIALMED DIALYSIS CENTER,1500.0
2024-05-03,729336.0,367829.0,THE MESHALL/TMG EXPRESS INC,1100.0
2024-05-03,729337.0,368532.0,EST NAMNAM INC,1100.0
2024-05-03,1551.0,,KALAKLAN PROD CENTER & 10 BRANCHES DUNKIN DONUTS,13200.0
2024-05-03,1552.0,369518.0,AQUA BELL,1200.0
2024-05-03,1553.0,369519.0,AQUAPIK,1200.0
2024-05-03,1554.0,369525.0,COLUMBAN COLLEGE,3200.0
2024-05-03,1555.0,369520.0,GAEL WATER,400.0
2024-05-03,1556.0,369521.0,AQUAMOR,400.0
2024-05-03,1557.0,369522.0,DIZON WATER,400.0
2024-05-03,1558.0,369523.0,AESHA WATER,400.0
2024-05-03,1559.0,369524.0,CC WATER,400.0
2024-05-03,1560.0,369526.0,OLONGAPO WATER,400.0
2024-05-03,1561.0,369527.0,WATER REPUBLIC,400.0
2024-05-03,1562.0,369528.0,BLUE'Z R' LUZ,400.0
2024-05-03,1563.0,369529.0,MISTER JOE'S,400.0
2024-05-03,1564.0,369530.0,H2O POGUE'S,400.0
2024-05-03,1565.0,369531.0,FOUR CE WATER,400.0
2024-05-03,1566.0,369532.0,EAUCLAIRE,400.0
2024-05-03,1567.0,369533.0,H2O RUSH,400.0
2024-05-03,1568.0,369534.0,VEPO NIRVANA,400.0
2024-05-03,1569.0,369535.0,AQUALITE,400.0
2024-05-03,1570.0,369536.0,PUREEMAX,400.0
2024-05-03,1571.0,369537.0,JOAN WATER CLEAR,400.0
2024-05-03,1572.0,369538.0,AUSTIN KENTUCKY,400.0
2024-05-03,1573.0,369539.0,BLUE HORIZON,400.0
2024-05-03,1574.0,369540.0,RACELL WATER,400.0
2024-05-03,1575.0,369541.0,AQUA CESS,400.0
2024-05-03,1576.0,369542.0,BLUE DROPS OLONGAPO,400.0
2024-05-03,1577.0,369543.0,KING10 WATER,400.0
2024-05-03,1578.0,369544.0,WATER PAUL,400.0
2024-05-03,1579.0,369545.0,JAZELYZABETH,400.0
2024-05-03,1580.0,369546.0,RA AQUA LIFE,400.0
2024-05-03,1581.0,369547.0,BLUE MOUNTAIN,400.0
2024-05-03,1582.0,369548.0,WIL-SPLASH,400.0
2024-05-03,1583.0,369549.0,AUSTIN STA. RITA,400.0
2024-05-03,1584.0,369550.0,ALPINNA'S WATER,400.0
2024-05-03,1585.0,369507.0,NHICE J.,400.0
2024-05-03,1586.0,369508.0,UNCLE RUDS,400.0
2024-05-03,1587.0,369551.0,AQUA ROYA,400.0
2024-05-03,1588.0,369552.0,OMPC WATER,400.0
2024-05-03,1589.0,369553.0,BAYFRESH,400.0
2024-05-03,1590.0,369554.0,MORNING GLORY,400.0
2024-05-03,1591.0,369555.0,VODA CITY,400.0
2024-05-03,1592.0,369556.0,MVCC WATER,400.0
2024-05-03,1593.0,369557.0,DMD WATER,400.0
2024-05-03,1594.0,369558.0,AMAN SINAYA,400.0
2024-05-03,1595.0,369559.0,AQUA SPARKLE,400.0
2024-05-03,1596.0,369560.0,LINA'S WATER,400.0
2024-05-03,1597.0,369561.0,AQUA CIEL,400.0
2024-05-03,1598.0,369562.0,AQUA MIRANDA,400.0
2024-05-03,1599.0,369564.0,EVG WATER,400.0
2024-05-03,1600.0,369563.0,ICARE WATER,400.0
2024-05-03,731325.0,369403.0,EST NAMNAM INC,550.0
2024-05-03,731326.0,367743.0,HYDROLIFE ALKAMINEFIED WRS,700.0
2024-05-03,731327.0,367746.0,BDG8 WRS,700.0
2024-05-03,1601.0,369565.0,ALPINNA'S WATER (DONOR),400.0
2024-05-03,1602.0,369566.0,SEXY J'S,400.0
2024-05-03,1603.0,369567.0,EL-CEREZO,400.0
2024-05-03,1604.0,369568.0,AQUA CORNER,400.0
2024-05-03,1605.0,369569.0,J.JIREH WATER,400.0
2024-05-03,1606.0,369570.0,BLUE BOYS,400.0
2024-05-03,1607.0,369571.0,OCEAN RUSH,400.0
2024-05-03,1608.0,369572.0,KC-TROZZY,400.0
2024-05-03,1609.0,369573.0,2 BIG CO.,400.0
2024-05-03,1610.0,369574.0,THIRSTOP,400.0
2024-05-03,1611.0,369575.0,HYDROPINK,400.0
2024-05-03,1612.0,369576.0,HDM ACQUA MIST,400.0
2024-05-03,1613.0,369577.0,TRIO BLISS,400.0
2024-05-03,1614.0,369578.0,BIYAYA WATER,400.0
2024-05-03,1615.0,369579.0,JERMIL WATER,400.0
2024-05-03,1616.0,369580.0,AQUA LYN,400.0
2024-05-03,1617.0,369581.0,GAPOASIS,400.0
